 AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r,emotion
2.81,1.18,0.42,0,0.6,3.05,0,0.86,0.58,0.16,0.52,0,0.92,0,0.35,0.3,0,0
2.74,1.43,0.2,0,0.6,2.51,0,0.51,0.2,0.28,0.57,0,1.45,0,0.9,0.53,0,0
2.57,1.36,2.23,0.72,0.5,1.66,0,1.49,1.08,0.96,0.14,0.77,0.55,0,0.33,0,0,0
2.48,1.83,0,0.28,0.48,1.27,0,0,0,0,0,0,0.25,0,0.22,0,0,0
2.28,1.93,1.58,0,0.04,1.54,0,0,0.13,0,0,0.31,0,0,0,0.66,0,0
2.28,1.55,0.81,0,0.41,3.33,0,0.65,0.36,1.22,0,1.09,1.17,0,0.9,1.13,0,0
2.68,1.68,0.65,0,0.27,2.47,0,0.45,0.42,0,0.39,0,1.02,0,0.74,1.18,0,0
2.34,1.19,0.73,1.49,0.73,2.23,0,0,0.28,0,0.19,0.03,0,0,0,0.48,0,0
3.26,1.05,0,0,0.93,1.49,0,1.19,1.07,0,0,0,1.49,0.38,0,0,0.2,0
2.04,1.04,0.48,0,1.09,1.76,0,0.05,0.7,1.02,0.34,0,0.7,0,0.68,0.87,0,0
2.33,1.96,1.09,0,0.14,2.09,0,0,0,0,0,0.14,0.11,0,0.28,0.8,0,0
2.32,2.08,1.03,0,0.41,1.7,0,0.33,0.21,0,0.11,0,0.9,0,1,0.76,0,0
2.3,1.6,1.05,0,0.38,2.14,0,0.12,0,0,0,0,0.4,0,0.55,0.08,0,0
2.17,0.79,0.54,0,0.74,3.29,0,0.67,0.34,0.16,0.77,0.13,1.17,0,0.38,0.67,0,0
2.57,1.21,0.37,1.72,0.49,0.23,0,0,0.49,0,0.37,0,0,0,0,0,0,0
1.91,2.08,0.32,0.24,0.83,3.79,0,0,0.42,0,0,0,0.16,0,0.37,0.88,0,0
2.83,2.09,1,0,0.23,1.92,0,0.66,0.82,0,0.08,0.37,0.67,0,0.8,0.54,0,0
1.67,1.41,0.26,0,0.45,2.8,0,0,0,0,0,0,0.77,0,0.76,0.12,0,0
1.69,1.92,0.18,0,0.29,2.24,0,0,0,0,0,0,0.74,0,0.3,0.77,0,0
2.53,1.53,1.63,0,1.07,3.32,0,1.74,1.38,2.03,0.18,1.66,2.08,0.18,1.89,1.36,0,0
2.5,1.77,1,0,0.47,2.59,0,0,0.42,0.1,0,0,0.36,0,0.41,1.68,0,0
1.75,2.02,0.79,0,0.06,2.69,0,0,0,0,0,0.14,0.25,0,0.55,0.42,0,0
3.36,2.1,0.77,0,0.45,1.44,0,0,0.31,0.37,0,0,0.83,0,0.2,1.53,0,0
2.24,1.76,0.24,0,0.21,2.01,0,0,0.01,0,0,0,0.7,0,0.34,0.32,0,0
2.79,1.65,0.81,0,0.2,1.33,0,0,0.03,0.87,0.26,0.13,0.56,0,0.58,1.56,0,0
2.14,1.47,1.29,0,0.24,2.61,0,0.44,0.09,0.41,0,0.82,0.41,0,0.31,0.79,0,0
2.72,1.06,0,0.31,0.26,0.81,0,0,0.35,0.72,0.11,0,0.63,0,0.27,0,0,0
1.52,0.23,0,0,0.43,1.94,0,0,0.37,0.53,0.47,0.56,1.76,0.41,0,0,0,0
2.66,0.68,1.53,0,0.49,2.34,0,0.62,0.44,0.94,0.37,0.05,0.77,0,0.8,0.84,0,0
1.78,2.37,0.11,0.1,0.5,2.75,0,0,0.17,0,0,0,0.53,0,0.53,1.22,0,0
1.43,1.38,0.34,0,0.59,3.72,0,0,0,0,0.06,0,1.34,0,0.8,0.37,0.02,0
2.39,1.13,0.63,0,0.71,3.06,0,0,0,0,0,0,0.69,0,1.15,0.24,0,0
2,1.14,0.28,0,0.48,2.98,0,0,0,0,0,0,0.71,0,0.18,0.13,0,0
2.67,2.64,1.05,2.57,0.22,2.13,0,0.07,0,0,0.26,0,0,0,1.19,0,0,0
1.79,2.26,1.04,1.16,0.16,0,0,1.81,0.84,0,0.13,0,0,0,2.33,0,0,0
2.97,2.63,3.04,1.94,0,0.15,0,0.71,0.41,0,0.51,0,0,0,1.03,0,0,0
2.3,1.99,1.31,1.96,0.32,0.09,0,1.7,1.48,1.17,0,1.06,0.58,0,0,0,0,0
0.71,2.51,0.63,1.57,1.73,3.81,2.85,3.23,1.01,0.1,0.91,0.31,0,0,3.8,1.57,0,0
1.67,0.84,0.64,0.46,1.36,1.14,1.46,1.82,1.24,0.29,0.1,0.76,0,0,1.93,0.37,0,0
1.92,0.52,1.38,1.8,0,2.28,0.61,0,0,0,2.26,0,0.69,0,0.33,0,0,0
1.29,0.24,1.67,1.03,0.51,1.41,0.99,0,0,0.13,0.86,0.77,0.78,0.78,0,0,0,0
2.65,0.83,1.36,1.98,0,0.32,0,0,0,0,1.18,0.64,0.2,0.15,0,0.8,0,0
3.59,0.51,2.53,1.98,0,1.12,0,0,0.22,0.41,0.94,0,1.17,0.05,1.04,1.15,0,0
4.07,1.13,2.88,1.71,0,0,0,0,0.27,0.45,0.37,0.61,0.26,0.02,0.32,0.8,0,0
1.56,0.11,3.23,1.3,0,1.97,0,0,0,0,0.45,0.2,0,0,0,0,0,0
2.07,0,3.13,0.87,0,2.38,0.14,0,0,0,1.14,0.27,0.46,0.54,0,1.39,0,0
2.15,0.88,2.67,1.84,0,0,0.07,0,0.36,0.32,0,0.11,0.02,0,0,0,0,0
1.6,0,3.7,0.94,0.12,0.61,0.46,0,0,0.78,1.53,0,1.14,0,0,0,0,0
1.57,0.13,3.37,0,0.19,2.72,0.7,0,0,0.42,0.91,0,0,0.52,0.08,1.08,0,0
1.1,0,2.76,1.56,0.09,2.23,0.18,0,0,0.34,0.94,0,1.39,0.33,0,0,0,0
2,0.69,1.8,0.47,0,1.19,0,0,0,0,0.58,0,0.08,0.63,0,0.92,0,0
3.64,1.45,1.62,1.48,0,0.61,0.02,0,0,0,1.38,0.57,0.49,0.29,0.28,0.81,0,0
3.07,0.75,2.88,2.34,0,0.75,0.03,0,0,0.33,1,0.21,0.3,0,0.21,0,0,0
1.34,0.69,2.01,0.93,0,1.29,1.03,0.22,0,0,0.75,0,0,0,0.58,0.44,0,0
2.66,0.29,1.86,1.23,0,0.91,0.08,0,0,0.92,0.52,0.33,0,0.03,0,0,0,0
0.87,0,1.05,0,0.61,1.22,0,0.51,1.24,0.58,0,0,0.04,0.34,0.82,0.08,0,0
1.39,0.47,3.64,2.74,0,0,0.3,0,0,0,0,0,0.75,0,0,0,0,0
3.23,0.42,0.67,1.86,0,0,0,0.01,0,0,0.71,0.7,0.1,0.13,0.45,0,0,0
1.69,0.7,2.49,1.49,0.01,2.48,0,0,0,0,0.74,0,0.73,0.27,0.09,0.03,0,0
2.04,0.91,1.11,1.08,0,0,0,0,0,0,0.74,0.56,0.43,0.06,0,0,0,0
0.9,0,2.65,0.49,0.36,1.44,0.69,0,0.35,0.42,1.05,0,0.96,0.67,0,0.56,0,0
1.15,0,2.08,0,0.5,1.09,0.31,0,0.4,1,1.29,0.96,0.82,0.73,0,0.31,0,0
2.02,1,1.35,1.39,0,1.12,0,0,0,0,0.58,0,0,0,0.12,0.59,0,0
2.34,1.15,1.27,2.1,0,0.05,0.08,0.09,0,0,0.24,0.01,0,0,0,0,0,0
3.55,1.9,1,0.95,0,0,0.82,0,0,0.67,0.7,0,0.52,0.02,0.7,0.89,0,0
2.29,0,2.38,1.13,0,0,0,0,0,0.06,1.12,0.67,0.35,0,0.32,0.52,0,0
3.03,0.8,2.75,1.78,0,0,0.06,0.51,0,0,0.35,0.18,0,0,1.39,1.75,0,0
2.3,0.64,1.78,1.04,0,0.49,0,0,0,0,0.73,0.23,0,0.31,0,0,0,0
1.75,1.13,3.08,0.76,0,0,0,0,0,0,0.65,0.11,0,0.01,0.47,1.1,0,0
2.22,1.12,3.06,0,0,0,0.63,0,0,0.11,0.95,0.63,0,0.37,0,0,0,0
2.27,0.96,2.72,1.87,0,0.16,0.2,0,0.18,0.98,0.73,0.69,0.54,0.08,0,0.33,0,0
1.33,0.34,2.75,0.51,0,2.14,0.46,0,0,0,1.29,1.25,0.9,0.59,0,0.77,0,0
1.02,0.45,2.66,1.65,0,0.59,0,0,0,0,0,0.32,0,0,0,0,0,0
2.63,0.28,3.11,1.57,0,1.08,1.13,0,0.13,0.6,0.55,0.26,0.38,0,0.28,0.1,0,0
1.19,0.12,1.7,2.07,0.86,0,0.75,0,1.3,0.94,0.98,0.28,0,0.07,1.01,0,0,0
3.23,0.75,2.62,1.26,0,0.94,0.27,0,0,0,1.09,0,0.69,0,0.4,1.36,0,0
3.31,0.8,1.62,0.74,0.35,1.33,0.69,0,0,0,1.23,0,0.69,0,0.87,1.42,0,0
3.98,1.58,2.58,1.19,0,0.14,0.04,0,0.24,1.05,0.52,0,0,0,0,0.14,0,0
3.85,1.59,2.16,1.72,0,1.02,0.69,0,0,0.03,0.58,0,0,0.12,0.15,0.91,0,0
1.05,0.23,0.4,0,0,0.31,0,0,0,0,0,0,0,0,0,0.23,0.02,0
2.14,0.46,2.72,0.98,0,0.15,0,0,0,0,1.02,0.13,0.69,0,0.15,1,0,0
2.35,0.47,2.04,1.55,0,1.13,0,0.05,0.13,0,1.49,0.15,0.87,0,0.82,0.6,0,0
3.23,1.51,2.36,1.25,0,0,0.01,0,0,0,1.28,0.14,0.11,0,0.17,0.93,0,0
1.56,0.08,2.69,1.29,0.45,1.49,0.9,0.25,0.15,0,1.22,0.47,1.04,0.43,1.36,0.75,0,0
1.16,0.41,3,1.48,0.17,0.34,0.67,1.04,0,0.69,0.59,0,0.81,0,0.9,1.03,0,0
1.51,0.46,2.55,1.18,0,1.71,0.19,0.28,0,0,0.75,0.06,0,0,0.01,0.61,0,0
2.56,0,3.56,0,0.57,1.41,0.28,1.59,0,0.57,0.28,0.49,0.79,0,0.91,1.53,0.02,0
1.58,0,3.64,0.29,1.2,1,0.54,1.88,0.21,0.33,1.64,0.67,1.97,0,1.81,0,0.79,0
2.05,0.33,1.18,0,2.52,2.62,1.33,2.05,2.43,2.19,0,0,0,0,3.85,0.91,0,0
1.56,0,0.08,0,2.61,4.87,1.61,2.24,2.26,0.43,0.19,0,0,0,3.75,0.98,0,0
1.63,1.23,0,1.39,0,0,0,0,0.04,0,0.49,0.12,0.21,0,0,0,0,0
0.03,0.33,2.54,1.73,0.46,3.32,0.6,0.97,0,0.77,1.09,1.29,2.14,0.3,1.37,0,0,0
0.15,0.27,0,2.15,0.2,1.54,1.3,0.78,0.03,0,0.75,0.23,0.82,0.25,0.67,0.36,0,0
0.24,0.3,0.78,1.78,1.45,0.11,1.96,0.6,0,0,0.46,0,0,0,3.58,0.36,0,0
1.14,0.94,1.81,0.92,0.61,0,0,2.2,0.73,2.15,0.72,1.34,0.83,0.28,0.15,0.49,0,0
1.54,1.92,0,2.55,0.78,0.54,0.43,1.52,0.43,0,0.6,0,1.39,0,0.54,0,0,0
1.05,2.15,0,3.73,0,0.62,1.81,0.51,0,0,1.2,0.09,0.68,0,0.76,0,0,0
1.25,1.45,1.12,1.94,0.88,0.96,0.55,1.27,0.53,0.99,0.81,0.2,1.75,0,1.27,0,0,0
0.72,2.02,0.74,5,0.8,1.28,0.33,1.69,0.55,0.31,0.68,0,1.43,0,2.99,0,0,0
0.19,0,1.11,0.71,1.88,2.63,3.65,1.61,0.37,1.29,0.28,0,0.09,0,2.24,0,0,0
0,0,1.5,0,1.54,4.14,2.3,0.63,0.04,0,0.09,0.26,0,0,0.8,0,0,0
0.24,0,2.08,0.05,2.2,2.5,2.27,2.78,0.34,0,0,0,0.61,0,3.44,0,0,0
0.29,0,0.13,2.46,1.25,2.3,2.41,0.07,0.25,0,1.17,0.31,1.01,0,0.72,0,0,0
1.65,2.03,0.01,1.85,0.3,1.14,0.66,0.87,0,0,0,0.33,0.75,0,0.5,0,0,0
0.86,0.85,0.03,1.42,0.53,2.13,1.9,0.58,0,0.69,0.77,0.65,0,0.13,0.43,0.58,0,0
0.15,0.44,0,0.09,1.36,2.49,2.43,0.64,0.15,0,1.05,0,0.61,0,1.79,0,0,0
0,0,0.92,0.1,1.69,2.71,2.9,1.5,0.51,0.52,0.7,0.49,0,0,1.73,0.66,0,0
0.14,0.91,0.28,0.59,2.83,3.4,3.16,3.1,2.22,3.49,1,0,3.7,0,5,0.53,0,0
1.82,1.68,4.15,3.46,2.3,2.88,1.04,2.92,1.41,0.42,0.95,0,2.1,0,4.08,0,0,0
1.78,0,2.88,0,0.84,0,0.93,2.13,0.46,1.38,0,0,0.15,0,0.71,0,0,0
0.67,1.25,0.74,3.75,0.83,2.64,2.34,1.16,0.32,0,0,0.06,0,0.06,2.14,0.6,0,0
0.74,0.81,1.62,0,1.34,1.82,0.5,0.74,0.58,0,1.61,0,1.01,0,2.36,0,0,0
0.12,0,2.08,0,1.95,4,2.19,1.45,0.09,0,0,0,0,0,4.41,0,0.35,0
0,0,1.59,0,2.54,4.42,2.72,1.72,0.62,0,0,0,0,0,5,0,0.05,0
0.48,0.43,1.68,0.19,2.97,2.29,1.89,2.74,1.74,0,0.15,0,0.45,0,3.32,0.68,0,0
0.69,0.71,2.87,0,2.4,2.41,1.43,2.79,0.82,0.65,0.08,0.11,0,0,3.5,1.04,0,0
0.33,0.01,2.1,0,2.97,3.24,2.31,2.84,1.42,0,0.07,0,0,0,3.08,1.19,0,0
0.79,0.27,1.28,1.31,1.58,3.63,2.75,2.41,0,0.97,1.11,0.77,0,1.37,1.27,0,0,0
0.23,0,1.58,0.94,2.12,4.49,2.54,3.32,0.91,0.9,0.93,0.43,0,0,5,1.4,0,0
0,0,2.49,0.13,1.99,5,2.95,2.1,0.39,0,0,0,0,0,4.9,0,0,0
0.29,0,1.59,0.06,1.31,3.76,2.11,0.76,0,0,0.61,0,0.38,0,2.52,0,0,0
0,0,0.53,0,1.51,4.61,1.91,1.43,0.11,0,0.63,0,0,0,2.39,0.24,0,0
0,0,3.19,1.24,1.82,3,2.54,2.39,1.11,0,0.4,0.34,0,0,3.6,0.81,0,0
0,0,2.57,0,2.83,4.24,2.62,2.57,0.84,0,1.16,0,0.81,0,3.46,0,0,0
1.35,0,1.43,0,1.27,0.44,0.33,1.17,0.89,0.05,0.58,0,0.43,0,1.51,0,0.45,0
0.73,0.69,2.43,1.09,3.08,3.3,2.2,3.39,1.29,1.08,0.26,0.27,0,0,4.49,0.3,0,0
0.46,0,1.98,0,1.21,2.79,0.68,0.76,0.62,0,0.59,0,0.66,0,1.91,0,0,0
0.7,0.38,1.66,0,2.91,2.11,1.81,2.62,1.77,0.02,0,0,0.28,0,3.18,0.59,0,0
0.38,0.01,1.13,0.62,2.63,2.84,2.54,1.04,0.32,0.99,0.36,0,0.32,0,0.9,0.55,0.34,0
0.33,0,0.16,0.65,1.66,3.23,2.09,1.11,0.06,0,1.47,0.66,0,0,0.96,0.37,0.25,0
1.27,0.24,0.97,0.5,2.25,3.51,2.11,1.63,0.39,0.49,0.2,0,0,0,0.48,0.8,0.55,0
0.04,0.32,2.1,0,1.76,2.17,2.23,1.67,0.93,0.88,0,0,0,0,3.53,0.95,0,0
0,0,2.52,0.52,2.45,2.87,2.79,3.17,2.15,0.78,0.17,0,0,0,3.75,1.19,0.07,0
1.22,0,1.44,0,2.26,5,2.11,2.41,0.24,0.23,0.95,0,0.82,0,4.18,0.56,0,0
1.4,0,2.34,1.11,1.64,2.75,1.69,2.47,0.63,0.02,0.08,0,0,0,4.88,0,0,0
1.29,0,2.82,0,2.46,4.47,1.83,2.77,1.19,0,0.42,0.23,0.84,0,5,0,0,0
0,0,1.12,0.57,2.6,3.94,1.55,2.5,1.66,0.55,0.67,0,0.21,0,2.91,0.03,0.37,0
0.57,0,2.08,0.15,2.48,3.93,1.87,2.91,0.54,0.33,0,0,0.45,0,5,0,0,0
0.42,0,2.17,0,2.48,3.58,2.88,2.96,1.41,0.65,0.81,0,0.23,0,3.67,0.05,0,0
0.82,0.34,1.88,0.04,2.19,2.59,1.9,1.66,0,1.16,0,0,0.25,0,4.35,0.97,0.21,0
0.84,0.02,1.99,0.68,2.61,2.95,3.01,2.28,0.1,0.4,0,0,0,0,5,1.86,0,0
1.22,0,2.6,0.81,1.31,2.54,1.82,2.55,0.7,0.25,1.22,0,1.23,0,3.36,0.37,0,0
0.22,0,1.94,0.72,2.1,4.73,2.89,2.35,0,0.01,0.57,0,0.44,0,4.83,0.07,0,0
0.84,0.29,1.69,0.68,2.55,3.79,1.93,2.13,1.43,0,0,0,0,0,4.63,1.22,0,0
0.67,0,2.36,0,1.98,3.22,1.49,3.07,0.85,1.05,0.44,0,0.78,0,5,1.4,0.09,0
0,0,1.98,0,2.11,2.06,2.43,2.84,0.46,0.07,0.46,0,0.16,0,5,1.69,0,0
0.22,0,1.6,0,1.81,2.89,1.68,1.73,0.02,0.86,0.62,0.17,0.38,0,0.63,0,0.03,0
0,0,1.06,0.8,2.79,3.12,1.33,2.45,2.24,1.76,0.38,0,0,0,2.3,0,0,0
0,0,2.73,0,2.76,2.04,2.33,2.41,1.74,1.44,0.15,0,0,0,3.73,1.6,0,0
0,0,1.17,0.9,0.86,2.43,1.15,0.99,0.05,0.38,0.76,0.51,0,0,0.58,0,0,0
2.32,0.66,2.76,0,2.42,2.53,1.61,2.74,0.93,1.17,0.05,0,0.22,0,4.16,0,0,0
1.1,0.03,1.22,1.46,1.38,2.81,0.86,2.67,0.63,0,1.51,0.85,0.28,0.04,3.84,0.31,0,0
0.96,0,2.82,0.59,1.35,2.75,1.76,3.05,0.02,2.29,1.47,0.15,1.56,0,5,1.03,0,0
0.34,0,1.81,0.11,1.88,3.62,2.34,3.01,1.3,0.18,0.74,1.03,0.03,0.05,2.73,0.29,0,0
0.75,0.48,1.89,0,1.67,3.17,1.81,2.24,0.69,0,1.33,0,0.04,0,3.05,0,0,0
1.51,0,1.93,0.5,1.15,1.91,1.91,2.8,0,0,1.41,0.75,1.14,0,4.47,0,0,0
0,0,1.94,0.72,2.05,2.69,2.72,2.59,0.82,0.37,0.58,0,0,0,2.6,0.54,0.2,0
0.62,0,2.45,0.33,2.79,4.14,2.95,3.3,1.01,0.88,0.91,1.49,0,0.63,2.05,1.47,0,0
0,0,2.57,0,2.83,4.24,2.62,2.57,0.84,0,1.16,0,0.81,0,3.46,0,0,0
1.35,0,1.43,0,1.27,0.44,0.33,1.17,0.89,0.05,0.58,0,0.43,0,1.51,0,0.45,0
0,0,1.6,0.24,2.67,2.59,2.25,2.16,1.43,0,0.58,0,0,0,1.72,0.19,0,0
0.49,0.23,1.58,0,1.75,2.42,2.43,1.99,0.48,0.32,0.92,0.84,0.13,0,1.97,0,0,0
0,0,2.74,0,2.32,3.5,2.26,2.36,0.54,0,1,0.48,0,0,1.9,0.56,0,0
0.55,0.12,1.54,0,2.56,3.54,2.24,1.67,0.69,0,0,0,0,0,1.49,0.3,0.72,0
0,0,0.96,0,1.88,4.11,2.47,1.5,0.58,0,0,0,0,0,3.1,0.52,0,0
0,0,2.39,0,2.42,3.57,2.42,1.91,0.7,0,0.95,0.37,0,0,1.5,0,0,0
0.91,0,2.26,0,2.17,2.65,1.85,3.34,1.95,2.45,0.88,1.81,0,1.02,2.6,0,0,0
0.24,0,1.49,0,0.97,2.26,1.45,1.14,1.14,0,0.9,0.46,0,0,3.37,1,0.06,0
0,0.26,0.95,0,1.3,2.3,2.68,1.68,0.43,0.04,0.3,1.26,0,0.19,1.42,1.7,0,0
0.05,0,1.83,0,2.51,4.8,2.7,1.9,1.36,0,0,0,0,0,4.49,0,0,0
1.31,0,2.11,0,2.62,3.91,1.47,2.5,0.23,0.31,0.96,0,0.89,0,4.54,0.97,0,0
0.68,0,0.58,0,3.03,3.25,1.52,2.05,1.18,0.58,0,0,0.78,0,4.14,1.32,0,0
0,0,1.3,0.18,2.21,3.8,2.22,1.72,0.39,0,0.71,0.74,0,0,1.59,0,0.3,0
1.22,0,2.5,0.42,2.11,4.47,2.59,3.24,0.15,0.21,1.12,0.85,0,0,5,1.33,0,0
0,0.46,2.6,1.29,2.73,3.36,2.7,3.56,0.71,1.04,0.75,2.01,0,0,5,0.68,0,0
0.68,0.9,2.45,0.09,2.4,1.77,2.23,2.66,1,0.11,0,0,0.14,0,4.63,0,0,0
0.31,0,1.62,1.34,1.22,2.86,1.37,0.99,0,0,0.83,0.87,0,0,1.97,0,0,0
1.25,0.82,2.75,1.17,2,1,1.34,3.03,0.37,0,0.71,0,1.41,0,3.81,0,0,0
0.9,0.12,2.04,0,2.04,3.07,2.45,1.92,0.31,0,0,0,0,0,1.45,0,0.31,0
1.12,0.21,2.07,1.32,2.15,3.69,2.33,2.74,1.15,0.63,0.23,0,0.75,0,4.99,0,0,0
0.35,0,2.21,0.07,2.34,4.57,3,2.64,0.15,0.17,0.52,0.17,0,0,4.82,0.09,0,0
0.3,0,1.42,0.11,1.42,4.06,2.67,1.6,0,0,0.85,0,0.33,0,3.62,0.82,0,0
1.08,0,2.14,0.1,2.27,4.99,1.99,2.91,0.17,0.01,1.02,0,0.93,0,5,0,0,0
0.45,0,1.93,0.2,1.86,4.22,2.51,2.36,0,0.23,0.8,0,0.15,0,4.4,0,0,0
0.68,0,1.7,0.19,1.59,4.31,2.28,1.44,0,0,0.39,0,0,0,4.17,0.59,0,0
0.24,0,1.79,0.1,1.86,3.94,2.63,2.23,0.36,0,1.2,0,0.98,0,3.94,0.43,0,0
0.26,0.17,1.03,0.22,1.16,3.96,1.77,1.17,0,0,0.36,0.02,0,0,2.1,1.19,0.04,0
0.86,0,1.57,0.64,1.71,3.82,2.38,2.11,0.13,0.57,1.12,0,0.81,0,4.77,0.78,0.1,0
1.38,0,1.92,0.37,1.79,3.57,1.53,1.2,0,0,0.35,0.39,0,0.21,3.6,0.56,0.52,0
0.44,0.48,0.92,0,2.06,2.88,2.3,1.81,0.24,0,0,0,0,0,4.79,0,0,0
0.45,0,2.05,1.05,0.19,1.27,0.63,0,0,0.65,1.05,0.38,0.36,0,0,0,0,0
1.96,0,0.48,0.53,0.31,0,0.05,0,0,0.01,1.56,0,1.38,0,1.07,0,0,0
1.68,0,0.26,0.55,0.62,2.14,0,0.93,0,0,1.44,0,1.57,0,0.8,0,0.08,0
2.6,0,1.25,0,0.65,0.07,0.54,1.33,0.03,0.68,1.49,1.59,1.1,0,0,0,0.32,0
0,0,1,0,0.13,0,1,0,0,0.74,0.44,0,0,0,0,0.65,0.82,0
1.36,0,0.15,0,0.67,1.49,1.05,0.05,0,0,1.02,0.14,0.45,0,0,0.94,0.4,0
1.95,0,1.99,0.79,0,1.06,0.36,0,0,0,1.07,0,0.79,0,1.39,0,0,0
1.14,0,2.55,0.65,0,0.96,0.5,0,0,0.12,0.77,0,0.57,0,1.65,0,0,0
1.3,0,1.36,0.01,0.63,2.05,0.82,0,0,0,0.69,0,0.81,0,1.7,0,0.1,0
1.3,0,1.29,0.24,0.14,0.64,0.37,0.22,0.44,1.16,1.05,0,1.43,0,0.58,0,0.42,0
0.89,0,0.97,0.52,0.67,1.44,0.86,0.02,0,0,0.98,0,1.93,0.06,0.06,0,0.09,0
0.38,0,1.43,0.25,0,1.39,0.22,0.73,0,0.54,1.67,1.14,0.92,0.13,0,0.58,0.29,0
1.96,0,2.36,0.29,0,0.47,0.04,0,0,0,1.15,0,1.64,0,1.61,0,0.14,0
0.95,0,1.81,0,0.36,1.36,0.84,0,0,0,0.65,0,0.96,0,0.31,0,0,0
0.19,0,1.24,0,0.24,0.4,0.79,0.21,0,0.23,0.35,0,0,0,0,0.43,0.54,0
1.22,0,0,0.36,0.59,0.25,0,0,0.32,0.86,0.51,0,1.43,0.39,0,0,0,0
1,0,0.37,0,0.97,1.11,1.47,2.31,0,1.37,2.09,0.25,1.56,0,0.33,0,0.85,0
0.85,0,1.88,0.92,0,0.8,0.12,0,0,0.17,0.63,0.77,0,0,0,0.56,0.35,0
1.54,0,0.94,0.79,0,1.66,0.29,0,0,0,0.43,0,0.09,0,0.52,0.15,0.27,0
1.59,0,0.98,0,0,0.26,0,0.48,0.01,0.28,1.73,1.15,0.75,0.78,0,0.33,0,0
2.38,0.3,2.77,0.61,0.35,0.3,0,0.52,0,1.1,0.73,0.83,0.94,0,0.33,0,0.43,0
0.65,0,0.53,0.78,0.39,0.13,0.12,0,0,0.15,1.07,0.81,1.44,0.08,0,1.34,0.16,0
0.53,0,0.5,0.39,0.04,2.39,1.61,0,0,0,0.81,0,0.03,0,1.14,0.07,0,0
0.82,0,1.32,0,0,0.39,1.06,0,0,0,0.83,0,0,0,0.71,0.42,0,0
0.29,0,1.81,0.15,0,1.2,0.4,0,0,0,0.6,0,0,0,0.74,0,0.01,0
1.78,1,0,0.7,0,0.6,0,0,0.03,0,2.21,0,0.93,0,1.39,0.44,0.02,0
3.41,1.3,0,0.99,0,0,0,0,0,0,0.55,0,0.04,0,0.79,0,0,0
1.61,0.71,1.09,0,0,0.36,0,0,0,0,1.07,0,1,0,1.17,1.74,3.23,0
2.45,1.31,0.52,0.06,0,0.06,0.17,0,0.91,0,1.54,0,0.37,0,1.7,0.94,0.52,0
2.06,0.15,0,0.78,0.86,0.07,0,0,0.61,0,1.95,0,1.24,0,2.28,0.2,1.15,0
2.64,0.95,0,0,0.88,0,0.04,0.24,0.79,0,1.79,0,0.71,0,2.03,1.33,2.26,0
2.98,1.92,0,0.5,0,0,0,0,0,0,1.5,0,0.17,0,1.07,0.02,0.27,0
3.8,2.54,0.54,0.75,0,0,0,1.28,0.96,0.36,2.58,1.86,0.89,0,0.63,0.43,0.2,0
1.11,1.08,0,0,0.01,0,1.38,1.35,1.35,2.51,0,0.87,0,0.33,0,0,0,0
0.78,0.3,0,1.83,0,0,0.2,0,0.95,1.29,0.55,0.83,0.9,0.62,0,0,0,0
0.46,0.13,1.4,0.5,2.54,2.36,2.42,1.46,1.26,1.41,0,0,1.13,0,4.48,0.79,0,0
0,0,2.35,0.26,1.09,3.28,0.96,1.05,0,0.39,0.35,1.09,0.57,0.79,0,0.74,0.49,0
0.39,0,1.49,0.39,1.92,4.03,3.57,1.56,0.07,2.14,0.22,0,0,0.14,1.01,1.38,0.11,0
0,0,0.96,0,1.86,4.22,3.7,1.42,0.26,1.86,0,1.23,0.18,0.84,0.76,1.45,0.32,0
0,0,0.57,0,1.83,3.35,3.09,1.68,0.68,2,0.68,0.01,0,0.74,0.68,0.69,0.35,0
0.48,0,0,0,1.1,0.52,2.06,2.78,2.12,2.53,0.81,1.38,1.93,0.95,1.21,0.57,0,0
0.34,0,0,0.94,0.79,1.72,1.35,0.64,1.01,0.81,0.01,0,0.57,0.78,1.17,0.13,0.18,0
2.34,0.5,1.48,2.43,0.46,0.51,0,0.73,0.52,1.35,1.67,0,1.2,0,0.18,0.03,0,0
1.58,0,3.25,0,0,0,0,1.48,0.96,2.64,0.15,1.1,1.71,0.11,0,0.05,0.06,0
1.38,0.77,0.92,0,1,0.51,2.41,2.24,1.25,1.94,0.17,0.67,0,0,0,0,0,0
1.06,0.1,0.79,0.85,0.28,1.11,0.22,0.42,0.22,3.51,0,1.22,0,0.48,0,2.52,0,0
0,0,0,0,1.91,3.73,3,1.62,0,2.97,0.21,0,1.14,0.54,0,1.57,0,0
0,0,0.2,0,1.14,2.51,2.6,0.88,0.01,0.56,0.85,0.72,0,0.4,0,0,0,0
0,0,0.69,0.08,1.27,4.01,2.03,0.27,0,2.42,0.28,0.79,0.62,0,1.12,2.24,0.4,0
0.65,0,2.57,0,1.52,4.82,2.23,0.68,0.15,0.74,0.66,0.68,0.12,0,0.74,0.77,0.16,0
2.54,0.53,0.85,1.42,0,0,0,0,0,2.21,0.41,0.54,1.27,0,0.22,0.38,0,0
