 AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r,emotion
2.92,1.57,2.61,0,0.78,2.38,0.21,0,1.27,1.03,0.95,1.07,0.91,0,1,0.26,0.69,5
1.26,0.3,1.27,0,1.38,4.35,0.49,0,0.41,0.72,0.76,1.34,0.87,0.08,0.37,0.84,1.38,5
2.95,1.5,1.33,1.02,0.18,1.71,0,0,0.23,0,1.39,1.56,1.05,0,0.83,0.07,0.35,5
1.58,0.78,1.19,0.77,0.51,2.96,0,0,0.26,0,1.12,1.16,0.86,0.1,0.77,1.08,0.39,5
3.23,1.22,1.31,0.39,2.27,3.45,0,0.91,2.09,0.9,0.47,0,0.71,0,3,0.06,1.87,5
1.87,0,2.92,0.47,0.34,2.37,0.18,0,0,0,1.57,1.48,0.46,0,0.15,0,0,5
1.96,1.87,1.11,0,1.61,1.78,0.77,1.84,2.04,1.46,0.58,0,0.96,0,2.96,0.99,3.03,5
2.39,1.3,0.88,0.03,1.34,2.07,0,1.96,1.82,0.84,0.92,0.34,0.64,0,3.65,1.74,2.83,5
1.23,0.41,1.45,0,0.96,3.95,0.58,0.26,0,0,1.85,1.21,1.25,0.22,0.59,0.66,1.57,5
1.49,0,0,0,0.36,0.91,0,0.22,0.57,0,0.53,0,0,0.01,0.12,0,0.29,5
3.39,1.88,1.17,1.29,0.45,1.63,0,0,0.63,0.04,0.82,1.07,0.76,0.07,0.13,0,0,5
0.6,0.36,1.2,0.04,1.02,4.22,0.84,0,0.13,0,1.53,1.72,0.33,0.56,0,0.26,0.96,5
3.58,1.81,0.73,0,1.16,2.42,0.95,0.3,1.11,0.94,0.32,0,1.02,0,3.03,0,0.79,5
3.65,2.01,0.93,0.89,0.72,2.26,0,0,0.47,0.29,1.78,2.08,1.09,0.35,0.2,0,0.26,5
4.09,2.85,1.64,0,1.06,2.95,0,0.41,1.02,0,0.59,0.99,0.56,0,1.43,0,1.05,5
1.75,1.31,0.95,0,1.44,4.18,0.64,0.55,1.12,0.4,1.48,0,1.57,0,3.26,0.59,0.93,5
3.69,2.41,1.34,0,0.33,2.92,0,0,0.22,0,1.29,1.62,1.07,0.45,0.48,0,0.61,5
1.64,0.03,3.42,1.1,1.75,3.05,0.95,1.92,1,0.73,2.44,0.94,2.26,0,2.11,0,0,5
0.87,0,3.65,0.91,0.84,3.19,0.56,0.16,0,0,1.21,0.98,0.56,0,0,0,0,5
3.27,2.23,0.99,0,0.76,3.27,0.61,0,0.11,0,0.95,0.01,0.62,0,1.31,0,0.72,5
3.26,2.62,0.71,0.93,0,1.76,0,0,0,0.08,1.31,1,0.94,0.62,0.27,0.18,0,5
2.4,1.28,0.37,0,0.09,1.98,0.21,0,0.2,0,1.01,0.96,0.8,0.15,0.04,0,0,5
2.99,2.08,2.05,0.23,1.17,2.48,0.07,0,1.06,0,0.87,0,1.81,0,2.38,0.67,0.98,5
1.58,0.77,1.61,0,1.67,4.09,0.8,0.84,0.98,0.45,1.32,0.2,1.07,0,2.88,1.27,1.7,5
2.19,1.4,1.36,0,0.84,3.77,0.19,0.64,1.39,0.39,1.03,0.5,0.75,0,2.09,0.79,1.13,5
2.31,1.52,0,0,1.34,3.04,0.74,0.03,1.32,0.91,0.26,0,1.1,0,2.19,1.12,1.2,5
4.4,2.55,0.59,0.71,1.47,2.39,0.33,0.05,1.41,0.24,0.1,0,1.6,0,1.98,0,0.78,5
2.91,2.74,0.15,2.58,0,0,0,0,0.3,0.79,0.19,0.07,0.69,0.77,0.39,0,0,5
2.22,0.83,0.94,0.08,0.91,2.81,0,0,0.98,0.65,0.83,0.31,1.49,0,0.8,0.39,0.65,5
0.43,0,0,1.59,0.44,0,0.01,0.01,0.71,0.59,0.21,0,1.22,0.03,0,0,0,5
1.99,0.07,3.32,0,2.07,3.36,0.63,1.5,0.72,1.27,0.08,0,1.07,0,1.87,1.35,0.58,5
2.36,1.37,2.6,0.06,2.05,3.33,0.04,1.46,1.39,0.9,1.41,0.57,1.83,0,2.75,0,0.71,5
1.77,1.46,0.49,1.77,0.2,1.61,0,0,0,0.03,1.32,1.35,0.89,0.27,0.57,0.47,0,5
1.9,2.29,0.86,0.41,0.02,1.72,0.28,0,0.78,0,1.03,0.01,0.24,0,1.68,2.21,0.89,5
1.42,1.82,1.02,0.37,0,1.9,0.15,0.19,0.75,0.14,1.24,0.53,0.55,0.02,1.76,2.16,0.87,5
3.1,1.27,1.05,0,1,3.15,0.12,0,0.88,0,0.93,0,1.49,0,2.17,1.16,1.04,5
2.92,1.65,3.09,0,1.71,2.82,0,0.95,0.82,1.17,0.33,0.15,0.97,0,2.67,2.19,2,5
2.18,1.35,1.13,0.99,0.17,2.42,0,0,0,0,0.55,0.68,0.37,0,0.39,0.92,0.17,5
3.71,2.35,1.21,0,0.44,1.4,0,0,0.7,0.07,0.89,0.54,0.47,0,0.83,0,0,5
1.78,1.29,0.98,0,0.62,3.5,0.89,0.13,0.17,0.49,1.18,0.02,1.06,0,1.96,1.48,1.03,5
2.43,1.14,0.95,0.04,0.56,1.47,0,0,0,0,1.68,1.17,1.33,0,0.94,0,0.86,5
1.24,0,3.12,1.01,1.26,2.44,0.93,0.85,0,0,1.47,0.34,0.11,0,0.53,0,0.1,5
1.53,0.88,1.26,0,1.2,4.06,0.55,0,0.26,0.24,0.91,0.24,0.78,0.06,0.91,1.2,1.41,5
2.64,1.08,3.23,0,0.05,1.89,0,0,0.53,0.38,0.9,1.22,0.84,0,0.9,0,0.04,5
3.05,2.45,0.53,0.1,0,0.56,0,0,0,0,1.26,0.42,1.1,0,0.6,0.25,0,5
0.26,0,1.14,1.48,0.91,1.48,0,0,0.99,0,0,0,0,0,0.79,3.24,0,5
3.15,1.82,1.4,0,0,1.13,0,0,0.1,0.09,1.04,0.83,0.84,0.05,0.25,0,0.48,5
2.31,2.11,0.18,0.01,0,0.45,0,0,0,0,0.94,0,0.76,0,0.44,0.55,0.08,5
2.19,0.85,1.77,0.05,0.5,2.87,0.18,0,0.58,0.16,1.16,1.29,0.37,0.45,0.66,0.13,0.11,5
3.33,1.87,2.63,0.35,0,0.87,0.15,0,0.35,0.82,0.97,0.99,0.91,0,0.43,0,0,5
3.85,2.44,1.12,0.69,0.66,1.32,0,0.57,0.72,0.2,0.84,0.03,0.68,0,2.04,1.7,3.01,5
2.38,0.96,2.11,0.22,1.74,3.11,0.83,1.93,0.7,0.51,1.78,0.09,1.47,0,4.09,2.81,1.76,5
2.43,2.17,1.43,0,0.63,2.97,0.27,0,0.48,0.38,1,0.73,2.05,0,1.92,1.95,1.43,5
1.35,0,2.4,0.44,0,0.05,0.05,0,0,0.1,1.35,0.62,0.15,0,0,0,0,5
2.73,1.87,1.18,0,1.65,3.72,0,0,1.43,1.02,0.08,0.29,0.63,0,2.48,2.44,1.59,5
2.88,1.73,0.68,0.93,0.17,2.01,0,0,0.28,0,1.26,1.96,0.71,0.01,0,0,0.41,5
4.04,2.22,0.54,0,0.55,2.82,0,0,1.05,0.76,0.9,0.22,1.01,0,1.31,0.09,0.58,5
2.86,1.45,0.85,0.79,1.5,3.78,0,0.27,0.79,0.46,1.02,0,0.49,0,1.77,0,0.82,5
1.72,0.08,1.11,0.24,1.3,4.03,0,0,1.03,0.16,0.59,0.88,0.75,0,0.48,0.28,0.52,5
1.81,1.47,0.52,0,1.41,3.51,0,0.13,1.58,1.36,0.33,0,1.94,0.07,2.5,2,2.3,5
2.73,2.32,1.19,0,1.17,3.05,0.52,0.86,0.73,1.04,0.51,0.16,0.92,0,2.74,2.14,2.21,5
3.71,2.61,1.47,0.39,2.29,3.71,0.85,1.74,1.47,1.06,1.18,0.03,1.33,0,4.25,1.92,2.22,5
3.95,1.94,1.49,0,1.35,3.54,0.01,0.33,1.3,0.18,0.24,0,0.63,0,1.38,0,1.31,5
2.18,1.74,0.68,0,0.45,3.21,0.38,0.29,1.18,0.53,0.47,0,0.35,0,1.83,2.09,1.08,5
1.26,0.77,3.78,0,2.18,3.33,2.37,2.18,0.48,0.87,0.65,0,1.44,0,5,1.68,1.3,5
1.18,0.47,1.51,0,1.16,1.32,0,0.71,1.78,0.86,0.28,0,1.01,0,0.87,0.29,1.12,5
1.89,0.77,1.54,0.83,0.96,1.59,0,0,2,0.69,0,0,0.25,0,1.22,0.75,0.73,5
0.88,1.09,1.89,0,1.93,1.95,1.05,1.29,1.32,0.69,0.91,0,1.14,0,2.84,2.33,2.03,5
1.6,1.04,1.7,0.66,0.73,0.83,0,0.46,1.83,0.59,0.38,0,1.18,0,2.45,1.52,1.48,5
1.44,0.09,1.83,0.35,1.54,2.19,0,0.54,1.53,0.4,0.43,0,1.21,0,2.37,1.53,1.3,5
0.8,0,2.81,0.54,2.19,3.06,0,0.33,2.34,0.41,0,0,0.46,0,2.28,1.11,1.4,5
2.68,1.32,2.17,0.57,0.78,1.78,0,1.15,0.89,0.43,0.3,0,0,0,2.38,1.92,0.73,5
0.56,0.6,0,1.68,0,0,0,0,0,0,0.79,0.38,0.26,0,0,0,0.18,5
2.55,1.89,1.77,0.67,0.4,1.12,0,0.54,1.36,0.3,0,0,0,0,2.3,1.69,0.77,5
1.71,0.69,1.23,0.51,1.3,2.11,0,0.14,2.09,0.41,0,0,0.63,0,2.27,1.64,0.98,5
3.59,2.9,1.95,0.9,0,0,0,0.23,0.61,0,0.08,0,0.12,0,1.57,0,0.43,5
2.71,0.19,3.18,0.54,0.01,0.78,0.01,0.53,0,0.59,0.86,0.23,1.35,0,0.7,0,0,5
3.28,2.53,1.58,0.75,0,0,0,0.24,1.65,0.59,0,0.03,0.12,0,1,0.28,1.01,5
3.43,2.71,0.84,0.93,0,0.3,0,0,0.89,0,0,0,0.12,0,1.79,1.17,0.67,5
1.58,0.81,1.45,0.15,1.32,2.58,0,1.27,1.6,0.43,1.17,0,1.07,0,2.34,1.14,1.17,5
2.21,1.23,0,0.48,0.3,0.52,0,0,1.12,0,0.12,0,0.27,0,1.76,0.85,0.29,5
1.69,1.19,1.39,0.28,0.15,1.98,0,0,0.49,0,0,0,0.71,0,1.49,1.36,1.55,5
3.22,0.93,0,0.87,0.46,0.99,0,0.06,1.44,0,0,0.96,1.31,0,0.67,0,0.9,5
2.26,0.26,1.01,0,0.87,0.78,0,0.74,1.91,1.07,0,0,0.38,0,1.82,1.19,1.09,5
1.48,0.42,3.19,0,2.15,2.84,0.61,1.01,1.67,0.04,0.26,0,0.87,0,2.77,2.67,1.99,5
3.11,2.39,2.3,0.28,0.6,0.41,0,1.41,1.61,1.38,0,0,0.65,0,1.82,0.93,1.37,5
1.96,1.34,1.99,0.89,0.75,1.83,0,0.54,1.58,0.08,0.96,0,0.76,0,1.63,1.61,1.25,5
2,1,1.6,1.64,0,0,0,0.1,0,1.03,0.45,1.33,0,0,0,0,0,5
1.28,0.64,0.17,0,0.79,1.16,0.05,0.7,1.05,0.14,0.92,0,0.35,0,1.66,0.2,1.27,5
2.39,1.99,0,2.17,0,0.17,0,0.2,0.15,0,0.05,0,0,0,1.42,0.9,0,5
1.82,0.63,0.76,0.41,0.95,0.76,0,0,2.11,0.32,0,0,0.87,0,2.38,0.58,0.94,5
0.8,0,1.67,0.83,1.43,1.41,0,0.44,1.78,0.1,0,0,0.41,0,0.8,0,1.17,5
1.34,1.16,1.12,0,0.43,0.88,0,0.41,1.33,0.31,0,0,0,0,1.66,0,0.42,5
1.73,0,0.92,1.02,0.59,0.79,0,0.7,0.61,0,0.48,0.25,0.01,0,0.44,0,0.74,5
1.56,0.15,3.64,0.23,2.45,3.15,0.11,1.15,2.1,0.66,0,0,0.97,0,3.6,3.06,1.16,5
1.28,0.28,1.68,0.67,0.86,1.76,0,0.49,0.61,0.08,0,0,0,0,1.53,0.9,1.12,5
1.83,1.64,1.09,0.82,0.95,1.29,0,0.69,1.61,0.52,0,0,0.12,0,2.68,2.49,0.63,5
1.39,0.41,1.44,0.37,1.52,1.59,0,0.87,1.17,0,2.28,0.54,0.88,0,1.52,0.57,0.99,5
2.41,0.33,1.71,1.88,0,0,0,0.76,0,0,1.48,0.78,0.13,0,0.34,0,0,5
2.49,0.95,0.34,0,0.36,1.04,0,0,1.52,1.16,0,0,1.14,0,1.06,0.33,1.14,5
1.93,1.06,2.03,0.12,1.25,1.87,0,0.51,2.04,0,0,0,0.42,0,2.47,1.83,1.77,5
2.24,1.61,1.08,0,0.93,2.08,0,0.11,1.5,0.58,0,0,0.55,0,1.3,0.68,0.97,5
1.73,0.21,0.73,0,0.64,0.55,0,0,1.51,0.18,0.22,0,1.75,0,1.25,0.09,1.22,5
1.14,0.44,0.95,0.28,1.16,1.91,0,1.56,1.11,0.55,1.56,0.76,0,0,1.48,0.53,0.89,5
1.47,0.72,2.07,0,1.99,2.11,0.55,1.07,1.75,0.45,0.64,0,0.12,0,3.22,2.37,1.41,5
2.65,0.49,1.38,0,2.15,1.02,0.69,1.79,0.84,2.12,1.19,1.41,0,0,1.36,0.51,0.74,5
2.58,0.87,3.61,0,2.67,2.51,1.39,1.72,1.13,1.78,0.26,0.53,0.77,0,1.74,0.6,1.1,5
1.99,0,2.87,0,2.17,3.13,0.89,0.92,0.3,0,1.12,0.35,1.31,0,1.87,2.07,0,5
1.38,0,2.17,0.06,2.06,2.85,0.54,1.72,0.74,0.98,1.15,0.88,0,0.01,1.84,0.95,1.03,5
1.6,0.15,2.85,1.28,0,1.49,0.16,0.81,0,0,1.05,0,0.12,0,1.72,1.43,0,5
2.92,0.5,3.22,0,1.82,2.41,0.37,2.34,1.13,1.32,2.11,1.79,1.09,0,1.83,0,1.03,5
0.81,0,3.47,0.22,2.45,2.93,2.48,2.21,1.35,1.99,0.78,1.34,0,0,1.6,0.93,0.04,5
0.09,0,0,0.08,0.09,1.85,0,0,0.95,0,0.6,0,0.39,0,0.38,0,0.23,5
2.4,0,2.7,0,2.38,2.07,1.15,0.9,0.3,0,1.6,1.72,1.78,0,0.95,0,0.33,5
3.05,0,2.38,0,2.72,3.53,0.36,1.64,1.3,0,1.66,0.94,0.46,0.47,1.46,0.85,0.87,5
1.6,0.19,1.97,0.21,2.77,3.5,1.09,1.26,1.32,0.59,1.16,1.1,0.54,0,1.73,1.07,1.31,5
2.38,0,2.99,1.55,2.21,2.49,0.75,1.25,1.36,0.59,1.63,1.46,1.32,0,2.57,1.46,0,5
2.09,0.39,1.33,0,2.4,3.46,1.89,1.81,1.1,1.52,0.29,0.28,0.23,0.14,1.04,0.16,0.12,5
1.96,0,1.41,0,2.52,3.52,1.46,1.8,0.85,0.12,2.08,1.27,0.08,0,2.33,1.18,1.06,5
1.96,0.36,1.23,0,2.34,3.11,0.99,1.11,0.54,0.32,1.85,1.28,0.21,0,1.11,0.41,1.47,5
2.36,1,1.24,0,1.73,2.06,1.58,1.27,0.43,0.39,1.93,1.01,0.19,0,1.13,0,1.16,5
1.78,0,2.44,0,0.78,2.11,0,0.73,0,0.26,0.47,0,0.47,0,0.08,0.15,0,5
2.23,0,0.79,0,2.63,4.44,1.71,1.02,0.13,0.66,2.03,1.39,0.31,0,0.68,0.06,0.8,5
2.16,0.98,1.42,0.32,1.17,1.19,0.11,0.58,0,1.21,0,0.55,0,0.08,0.37,0.33,0.26,5
2.85,0,1.91,0,2.22,2.01,1.28,2.51,1.1,1.35,0.45,1.06,0,0.06,1.52,0.73,0.47,5
1.89,0,2,0,2.71,3.88,1.17,1.92,0.49,1.53,0.86,2.17,0.64,0.96,1.26,0.96,0,5
1.75,0,2.04,0,1.7,0.54,1.21,0.88,0.69,0.39,1.21,0.75,0.5,0.29,1.26,1.21,0.27,5
3.25,1.38,0.84,0,1.72,4.17,0.16,0.62,0,0,1.4,1.27,0.01,0.43,0.27,0,0.37,5
2.05,0.57,1.81,0.36,1.48,3.05,0,0,0,0.26,0.63,0.6,0,0,1.41,0.6,1.19,5
1.72,0.54,1.08,0,1.81,3.28,0.94,0.76,0.42,0.07,1.72,1.04,0.02,0,0.71,0.44,1.09,5
2.9,1.49,2.54,0.21,1.76,3.25,1.83,1.66,0.83,0.58,1.39,0.5,0,0,2.87,0.88,1.28,5
1.25,0,2.11,1.31,0.67,2.46,0,0.25,1.28,0.51,0.49,0,0.63,0.17,0,0,0.1,5
3.11,0.42,1.91,0,2.02,2.34,2.09,1.12,0.78,0.84,1.78,0.51,0.9,0,2.62,0,1.24,5
2.67,0.47,2.21,0.37,0.24,1.34,0,0,0.65,0.12,1.8,2.85,0.2,0,0.36,0,0,5
1.61,0.38,1.27,1.03,0,0.28,0,0,0,0,0.96,0.11,0,0,0,0,0,5
2.33,0.15,2.06,0,2.44,2.77,1.49,2.02,1.44,1.76,0.24,0.52,0,0,2.25,1.39,0.45,5
2.57,0.63,1.68,0.45,2.36,2.03,1.17,0.37,0.64,2.12,0.13,0.15,0.26,0,1.82,1.18,0.57,5
2.96,0.88,1.96,0.84,1.61,3.19,0.67,0.91,0,1.2,1.89,1.85,1.75,0.2,1.07,0.59,1.38,5
2.1,0.24,2.49,0,2.24,1.68,1.49,1.1,0.6,0.64,1.72,1.66,0.22,0,1.45,0.77,1.11,5
2.35,0.78,1.35,0.91,0,0,0,1.78,0.74,0.71,0,1.51,0.07,0.84,0,0,0,5
2.26,1.09,2.62,0,2.35,3.08,1.69,1.38,0.89,0.29,1.54,1.36,0,0,1.85,0.74,1.02,5
1.77,0,1.11,0,2.61,3.71,1.51,1.4,0.03,0,2.89,1.94,0,0,1.36,0,0.73,5
2.5,0.52,0.93,0,2.17,2.67,1.82,1.25,0.79,1.23,0.9,0.74,0.38,0,2.04,1.17,0.64,5
2.61,1.25,2.4,0,2.03,3.55,1.57,1.79,1.03,0.49,1.16,0.83,0.58,0,2.22,0.44,0.77,5
2.51,0.24,1.35,0,2.04,4.11,2.26,1.73,0.46,1.22,1.14,0.73,0,0,1.76,0.86,0.48,5
1.88,1.04,1.62,0,1.63,3.92,1.91,0.91,0.36,1.51,1.08,0.95,0,0,0.89,0.27,0.21,5
1.75,0.19,1.64,0.55,0.04,1.47,0,0.2,0,0.49,0.31,0,0.01,0,0.2,0,0,5
1.7,0.96,1.63,0,2.6,3.21,2,1.34,0.87,0.1,1.67,1.25,0,0.28,0.51,0,0.67,5
2.08,0.04,1.51,0,2.02,3.32,1.46,0.93,0.5,0.57,0.74,0,0,0,1.62,0.8,0.95,5
1.48,0,1.75,0,1.79,2.43,1.67,1.08,0,0.56,2.78,1.81,1.22,0.12,0.41,0,0.47,5
2.5,0,1.36,0,2.87,2.85,1.1,1.36,0.61,0,2.04,1.17,1.09,0.19,2.09,0.57,0.66,5
1.88,0,2.71,0,2.54,2.85,1.69,1.93,0.34,0,2.03,1.56,1.21,0.52,1.09,1.43,0.36,5
2.04,0.1,2.4,0,1.38,3.31,0,1.14,0.43,0.88,1.42,0.74,0.54,0.4,1.66,0.86,0.89,5
2.98,0,1.13,0.56,0.98,2.46,0,0.87,0,0,1.27,1.18,0,0.14,0.82,0,0.75,5
2.1,0,3.01,0,1.79,4.43,0,1.56,0.54,0.86,1.26,1.2,1.52,0.17,1.96,1.57,1.09,5
3.1,0.43,0.63,0,0.94,1.79,0,0.86,0,1.11,0.93,0.95,0.82,0,1.17,0,0.42,5
2.73,0,1.8,1.03,1.26,3.56,0,1.15,0.59,0,0.59,0.77,0,0,0.73,0.89,0.35,5
2.36,0.17,1.98,0.02,0,0,0,0.23,0,0.73,0.61,1.05,0.7,0,0,0,0,5
2.93,1.01,2.18,0.16,0.65,0.73,0,1.03,0,1.14,1.15,1.25,0,0,1.57,0.65,0.75,5
1.54,0,2.56,0,1.02,1.92,1.05,1.36,0.13,1.22,1.08,0.7,0.16,0.27,1.54,0.8,0,5
1.06,0,1.78,0,2.08,3.65,0.81,1.69,0.55,0,1.34,1.78,0,0.53,1.26,1.47,0,5
2.61,0.96,1.23,0,0.76,1.25,0,0.51,0,1.29,1.87,2.22,1.58,0,0.73,1.62,0.93,5
2.6,0,1.9,0.02,1.94,3.46,0.61,1.97,0.5,1.46,1.15,1.47,1.31,0,1.74,0.6,0.45,5
1.92,0.48,2.4,0.18,2.01,1.77,0.57,0.55,0.17,0.73,0.08,0.74,0,0,0.8,0.82,0.38,5
1.17,0,4.28,0,1.26,3.08,0.87,1.4,0.29,1.27,0.88,1.21,0.08,0.86,0,0,0.11,5
4.41,2.48,3.12,0.89,0,1.46,0,0,0,1.28,0.21,1.6,0.31,0,0,0.2,0,5
2.3,0.69,0.47,0.34,1.27,3.05,0,0.57,0.05,0,1.4,1.55,0,0,0.35,0,0.5,5
2.29,0,2.56,0,1.11,1.21,0.68,0.32,0,1.3,2.47,1.91,0.63,0,0,0,0.23,5
2.68,1.26,1.03,0.61,0,0,0,1.1,0,0.81,0.45,0.75,0,0,0.09,0,0,5
1.81,0,1.01,0,2.3,2.99,0.94,1.6,1.48,0.84,0.28,0.58,0,0,1.61,0.67,0.61,5
2.42,0.6,0.94,0.02,2.63,2.71,1.24,0.66,1.04,0.34,1.35,0.98,0,0,1.27,1.13,0.17,5
2.37,0,0.57,0,2.42,3,1.06,1.8,1.21,0.01,1.82,1.28,0,0.39,1.36,0.5,0.31,5
2.12,0,1.11,0,2.96,2.96,0.89,1.53,1.2,0.53,1.52,1.46,0.43,0.34,2,0.99,0.28,5
2.63,0.57,2.62,0,1.81,1.49,0.61,0.9,0.09,0.33,2.27,2,1.55,0,1.6,0.14,1.26,5
1.88,0.44,2.89,0,2.74,3.63,1.35,2.27,1.32,0.42,1.27,0.91,0.79,0.18,3.22,2.46,0.37,5
1.48,0,2.68,0,3.41,3.7,2,2.01,1.69,0,2.07,1.47,1.2,0.71,2.35,1.36,0.53,5
3.11,0.62,3.16,0,2.01,5,0.63,1.21,0.22,1.77,1.11,1.66,1.42,0.8,0.46,0,0.67,5
2.28,0,1.48,0,1.98,3.04,1.48,1.07,0.51,0,2.44,1.84,0,0,1.11,1,0.65,5
2.08,0,1.26,1.68,0,0.79,0,0,0,0,1.06,0.74,1.26,0,0,0,0,5
3.08,0.41,2.41,0,2.31,2.66,1.05,1.3,1.12,0.87,0.96,1.07,0.14,0,1.48,0.53,1.35,5
1.08,0.05,0.36,0,2.31,2.58,1.87,1.69,0.57,0.83,1.13,0.28,0.14,0,1.83,0,0.58,5
2.22,0.04,2.41,0,2.47,3.48,1.54,2.35,0.75,0,2.03,1.86,0.12,0,2.13,0.44,0.98,5
2.67,1.77,0.79,0.97,0.9,1.32,0.37,0.61,0.31,0,1.12,1.28,0,0.28,0.55,0,0,5
2.75,0.22,2.37,0.8,0.5,1.05,0,0.16,0.3,0,1.41,0.76,0.4,0.01,0.52,0.1,0,5
2.09,1.05,1.55,0.7,0.75,1.12,0,0,0.57,0,1.39,0.94,0.57,0.45,0.64,0.42,0,5
3.29,1.72,1.22,0.48,0.9,0.05,0,0.52,0.47,0.75,0.96,1.17,0.45,0,0.25,0.21,0,5
2.18,1.39,1.61,1.12,1.04,0.48,0.46,0.84,0.7,0.5,0.98,1.39,0.49,0,0.47,0,0,5
2.94,1.46,3.38,0.8,0.72,1.17,0.04,1.01,0.25,0.51,1.65,2.01,0.54,0,0.3,0,0,5
2.65,1.14,1.24,1.31,0.02,0.78,0,0,0,0,0.8,1.63,0,0,0,0,0,5
2.98,0.34,0.77,0.88,0.16,0.57,0,0,0.2,1.59,0.27,0.21,1.98,0,0.15,0,0,5
3.37,1.16,1.89,0.27,0.91,1.19,0.33,0.56,0.48,0,1.93,2.41,1.1,0.14,0.68,0.17,0,5
3.35,1.63,3.28,1.46,0.24,1.76,0,0.88,0.63,0,2.11,2.41,0,0.02,0.3,0.51,0,5
3.16,0.22,1.4,0.28,0.62,0.58,0,0.37,0.57,0.14,1.07,1.33,0.68,0,0,0,0,5
0.76,0,2.28,0,2.48,3.78,0.21,1.64,1.98,1.94,0,0.22,0.5,0,2.15,0.89,1.39,5
2.01,0.51,2.07,0,2.54,3.02,0.16,2.32,1.88,1.87,1.13,0,0.82,0,2.75,0.67,1.32,5
2.79,0.66,3.35,0,2.54,3.33,0.25,0.45,2.71,3.29,0,0.57,0.57,0.03,1.89,3.37,2.36,5
3.09,0.8,1.86,0,1.41,3.41,0,2.81,2.89,2.73,0,0,1.06,0,2.97,1.56,2.67,5
2.26,0.49,2.4,0,2.04,2.46,0,0.44,2.43,0.56,0,0,0.66,0,1.74,1.49,2.1,5
1.21,0.05,1.25,0,2.21,2.35,0.72,1.44,1.3,0.44,1.18,0,0.39,0,3.11,1.26,1.28,5
1.61,0,1.78,0,2.65,2.47,0,2.67,2.06,1.44,0.25,0,1.06,0,2.64,0.64,0.05,5
1.81,0.73,1.67,0.49,0.34,1.16,0.19,0.15,0,0.17,1.39,1.52,0,0,0,0,0,5
1.95,0,1.7,0,2.09,3.24,0,1.47,1.76,0.87,0.14,0,1.06,0,1.92,0,1.11,5
3.43,0.44,1.76,0,1.5,0.85,0,1.84,1.58,1.58,0.42,1.02,0.31,0,0.89,0.77,2.62,5
2.91,1.17,2.37,0,0.44,1.22,0,1.28,1.78,1.63,0.6,0,1.98,0.56,1.24,0.43,4.12,5
3.23,0.21,2.66,0,1.89,1.62,0,1.62,2.16,1.57,0.63,0.12,1.62,0.03,2.14,0,1.35,5
3.01,0.15,2.02,0,1.16,3.25,0,0.69,1.77,0.91,0,0,0.45,0,1.15,0,0.78,5
2.55,0.7,3.09,0,2.02,4.18,0,0.76,1.96,1.5,0.62,0,1.66,0,2.19,0.69,0.67,5
2.84,0,2.18,0,1.88,2.3,0,1.34,2.59,1.16,0,0,0.91,0.15,2.59,1.35,2.83,5
2.83,0,1,0,1.97,2.59,0,1.04,1.1,0.32,2.07,0.34,1.85,0,2.13,0.55,1.52,5
1.67,0.07,1.84,2.3,1.11,0.68,0,1.36,2.16,0.86,0,0,0.82,0.81,1.01,0,0,5
2.3,0,1.7,0,2.45,4.07,0,1.67,2.97,1.1,0,0,0.12,0.02,2.45,0.23,1.26,5
2.61,0.44,2.28,0.9,0,0.84,0,0.29,0,0.79,0.84,0,0.95,0,0.22,0,0,5
1.7,0,1.89,0,1.94,2.05,0,1.03,1.66,0.83,0.07,0,0,0,2.44,1.09,0.94,5
1.53,0,1.98,0.09,2.37,1.88,0,2.33,1.93,1.24,0,0.39,0,0.31,1.56,0.09,1.2,5
1.4,0.25,0.93,0,1.23,1.34,0.99,0.96,0.91,0.11,1.97,1.56,0,0,1.17,0.5,1.31,5
1.32,0,1.09,0,2.06,3.64,0,1.06,1.27,0.56,0,0.37,0.28,0.43,0.36,0.8,1.39,5
1.42,0.19,1.87,0.11,1.97,2.71,0.65,0.44,1.56,1.2,0,0,0,0.19,1.38,1.55,0.98,5
1.03,0,2.86,0,2.25,3.42,0.33,0.64,1.68,0.79,0.18,0,0.46,0,1.98,1.43,1.19,5
2.25,0,1.95,0,1.9,2.24,0,1.37,1.86,0.48,0.28,0,0.96,0.43,2.69,0.33,0.77,5
1.92,0,2.46,0.27,1.81,2.28,0,0.47,1.62,1.44,0,0,0.37,0,1.76,0.82,0.37,5
1.52,0.01,2.86,0,2.12,2.34,0.88,0.71,1.9,0.82,0,0,0.14,0.17,2.32,0.78,0.72,5
1.77,0.42,2.89,0,2.28,3.92,0.43,0.5,1.67,0.96,0.01,0,0,0,2.02,1.07,1.36,5
1.89,0.42,3.15,0.53,1.46,0.18,0,2.55,1.94,3.05,0,0,0.87,0,2.14,0.63,0.37,5
2.44,0.73,2.77,0,1.53,2.97,0.87,1.06,0,0,1.8,0.2,1.54,0,1.83,1.79,2.09,5
2.61,0.52,2.68,0,0.22,1.52,0.61,0,0,0,2.2,0.34,0.22,0,2.05,0,1.61,5
