 AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r,emotion
2.69,3.72,0,2.59,0,0,0,0,0,0,0.11,0,0,0,0,0,0,6
2.49,3.45,0,1.41,0,0.03,0,0,0.11,0,0,0.06,0,0,1.1,1.66,0,6
3.39,3.77,0.07,1.01,0,0,0,0,0.5,0,0.75,0.39,0.6,0,1.25,0.34,0.16,6
0.74,1.47,0.11,1.82,0,0,0,0,0,0,0.05,0,0,0,0.91,0,0,6
3.79,3.53,0.58,0.31,0,0,0,0.31,0.26,0,0.23,0,0,0,0.8,0,0.2,6
1.42,2.14,0.76,1.18,0,0.79,0,0,0,0,0.55,0,0.07,0,1.43,0.89,0,6
3.49,3.78,0.9,2.13,0,0,0,0,0,0,0.63,0,0,0,1.18,1.14,0.01,6
2.62,3.35,0,2.15,0,0,0,0,0.15,0,0.12,0,0,0,1.58,1.77,0,6
3.1,2.98,0.2,2.55,0,0,0,0,0.1,0,0.78,0,0.38,0,1.18,0.75,0,6
3.76,3.61,0.36,2.34,0,0,0,0,0.09,0,0.39,0,0,0,1.58,1.76,0,6
3.56,3.82,0.92,2.43,0,0,0,0,0,0,0.41,0.15,0,0,1.3,1.6,0,6
2.04,1.42,0.41,2.03,0,0,0,0,0,0,0.68,0,0,0,0.11,0,0,6
2.71,3.24,0,1.78,0,0.41,0,0,0.05,0,0,0,0,0,2.19,2.56,0,6
2.57,3.43,1.83,2.88,0,1.02,0,0.02,0.2,0,0.48,0.32,0,0,1.14,1.97,0,6
3.42,3.53,0,1.59,0,0,0,0,0,0,0,0.18,0,0,0.6,0.66,0,6
2.78,3.6,1,2.92,0,0,0,0,0,0,0.02,0,0,0,0.78,0.99,0,6
3.46,3.49,0,1.05,0,0,0,0,0,0,0,0,0,0,1.16,0.84,0,6
3.97,3.29,2.36,2.09,0,0,0,0.34,0.71,0.17,0.17,0.24,0.59,0,2.08,1.01,0.05,6
0,0,0,0,1.48,2.56,0.08,1.29,1.71,0.47,0.6,0,0,0,0.03,0,0.06,6
3.56,3.51,1.25,2.65,0,0.52,0,0.42,0.87,0,0.81,0.48,0.3,0,1.54,0.65,0,6
1.82,2.03,3.03,2.33,0.07,0,0.26,0.31,0.06,0.02,0.14,0,0,0,1.09,0.82,0,6
2.91,2.93,1.5,1.76,0,0.33,0,0,0,0,0.04,0,0,0,1.21,0.63,0,6
2.93,3.19,0,1.66,0,0,0,0,0,0,0,0,0,0,0.81,0.87,0,6
1.79,2.29,0.52,2.72,0,0,0,0.02,0,0,0.26,0,0.35,0,1.27,0.96,0,6
2.49,1.48,1.47,0.29,1.57,1.41,0.74,1.39,0.78,0,0,0.61,0,0,2.48,1.97,0,6
0.7,0,1.65,2.71,0.49,0,0.99,1.05,0.15,0.83,0.36,0.03,0,0,1.63,0.27,0,6
2.37,1.37,1.52,0,2.08,2.42,1.73,2.16,0.47,0.74,1.37,0.66,0.62,0,2.88,1.48,0.47,6
1.28,0.56,0.75,0,2.15,2.42,1.41,1.66,0.85,0,1.21,0.43,0,0,2.51,1.23,0.27,6
2.81,1.48,1.72,0,1.36,1.58,2.07,1.71,0.92,0.63,0.9,0.34,0,0,3.18,0.92,0.47,6
1.92,0.53,0.12,0,2.41,3.08,2.18,2.08,0.82,0.07,1.28,0.38,0,0,2.28,0.85,0,6
2.15,0.49,1.86,0,1.17,1.45,0.36,1.22,0,0.53,1.69,0.95,0,0,0.73,1.66,0.49,6
2.22,0.85,0.47,0,1.11,2.55,0.68,1.1,0.11,0,0.96,1.04,0,0,1.03,1.28,0,6
2.92,1.61,1.09,0.24,1.4,2.77,0,0.4,0.41,0,0.83,0.18,0,0,1.89,0.17,0,6
1.57,1.57,0.48,0.37,0.89,2.18,0,0,0,0,0.41,0.43,0,0,0.76,0.81,0.29,6
3.98,4.46,0.35,4.33,0,0,0,0.21,0.25,0,1.56,2.24,0.39,0.23,0,0,0,6
0.9,0.25,2,0,1.52,2.46,2.75,2.11,0.45,0.48,0.95,0.67,0,0,2.52,1.32,0,6
1.36,1.28,0.54,0,2.38,1.94,1.91,1.56,1.6,0,0.59,0,0,0,3.47,1.65,0.3,6
1.87,0.52,2.51,0,1.52,1.06,1.27,0.94,0.02,0,0.16,0.79,0,0.4,0.95,2.28,0,6
1.31,0.32,1.37,0,1.04,0.87,0.51,0.9,0,0,1.29,1.05,0.03,0,0,0.34,0.27,6
2.08,0.56,1.16,0,1.59,0.58,1.08,1.85,0.45,0.68,0.89,0.22,0,0,2.96,2.69,0.24,6
1.59,0,2.66,0,2.76,3.39,2.29,2.12,1.25,0.62,0.69,0,0.42,0,3.02,2.35,0,6
2.83,1.75,1.53,0,1.91,1.41,0.89,2.08,1.07,0.33,0.78,0.64,0,0,3.34,1.92,0.21,6
2.36,1.3,1.77,0,1.83,1.23,1.4,2.11,0.86,0,1.08,0.09,0,0,2.87,1.48,0.79,6
1.46,1.33,3.23,0,2.17,3.89,2.91,3.08,0.83,0.24,1.29,0.92,0,0,3.02,0.67,1.07,6
1.93,0,0.58,0,0.8,2.62,1.57,0.88,0,1,0.63,0.73,0,0,0.19,0.07,0,6
1.47,2.83,0.93,2.44,1.05,0.66,0,1.5,0.32,0,0.94,0.86,0.93,0,2.48,0,0,6
1.99,1.47,0.82,0,1.6,2.14,2.25,0.98,0.12,0.03,1.46,0.4,0,0,2.12,0.93,0.19,6
1.8,0.75,2.23,0,1.53,2.95,2.41,2.18,0.17,0.91,1.95,1.01,0,0,1.86,0,0.14,6
1.76,1.06,1.41,0,1.77,2.41,2.06,1.7,1.27,0.57,0.69,0,0,0,2.94,1.33,0.57,6
1.69,0.55,1.76,0,1.48,2.61,2.17,1.82,0.46,0.17,1.23,0.39,0,0,1.98,1.19,1.06,6
2.24,0.34,1.99,0,2.14,3.46,1.99,1.11,0.58,0,0.67,0.89,0,0.25,3.02,2.39,0.81,6
0.71,0,3.39,0,2.37,3.73,2.43,2.06,0,0,1.22,0.28,0,0.25,3.18,2.71,0,6
3,3.43,1.48,2.33,0,0,0,0,0,0,0.44,0.23,0,0,2.33,1.73,0,6
3.03,3.29,1.28,2.24,0.02,0.09,0,0.92,1.37,0.97,0.08,0.31,0.05,0,2.46,1.03,0,6
0.03,0,0,2.21,0,0,0,0,0.24,0,0,0,0,0,0,0,0,6
2.95,2.54,0.69,3.28,0,0.97,0,0,0,0,1.5,1.73,0.24,0,0.16,0.09,0,6
1.76,1.98,0.55,4.5,0.81,0.14,0,1.17,1.81,1.04,0.02,0.6,0.53,0,3.1,2.19,0,6
1.65,2.31,0.86,3.68,0,0.42,0,0.62,0.08,0,0.75,0,0,0,2.13,0,0,6
2.22,2.02,0.98,2,0,0,0,0,0,0,0.04,1.11,0,0,0,0,0,6
4.54,4.59,0.35,2.45,0,0,0,0.08,0.9,0,0.92,0.42,0,0,1.86,0.43,0,6
3.15,3.74,0.45,1.35,0,0,0,0.91,0.34,0.75,0.45,1.5,0,0,0.74,0,0,6
3.34,2.98,0.64,1.29,0,0,0,0.42,0.56,0.62,0.61,1.12,0,0.05,0,0,0,6
3.1,3.11,1.94,3.7,0,0.33,0,0.19,0.46,0.36,1,0.65,0,0,2.63,0,0,6
2.74,3.4,0.51,4.54,0.85,0,0,0.53,2.72,0.65,0,0.57,0,0,2.39,0.97,0,6
3.67,2.67,1.12,3.29,0.49,0,0,0.64,1.15,0.66,0,1.55,0.68,0,0.36,0.1,0,6
3.05,2.65,1.89,0.6,0,0.57,0,1.12,0.92,0.02,0.82,0.54,0,0,2.7,1.81,0,6
2.94,2.61,1.36,1.3,0,0,0,0.19,0.16,0,0,0,0,0,1.02,1.74,0,6
3.32,2.36,1.63,1.45,0.2,2.34,0,0,0.67,0.11,0.56,0.25,0.15,0,1.84,1.19,0,6
2.51,3.82,0.3,4.41,0.16,0.68,0,0.64,0.43,0.29,0.42,0.75,0,0,3.45,1.76,0,6
2.75,2.16,1.21,0.28,0,0.27,0,0.51,0,0,0.75,0.16,0.34,0,1.69,1.41,0,6
1.7,1.42,0.04,2.98,1.97,0.79,0,1.37,3.31,0.95,0,0,0,0,2.94,1.53,0,6
2.51,0.73,0.7,1.47,1.99,2.61,0,1.3,2.52,1.25,0,0,0.45,0,3.03,0.73,0,6
1.95,2.76,0.51,2.42,0,0,0,0,0,0,0.22,0,0.15,0,1.08,0.73,0,6
2.96,2.61,1.43,3.51,0,0.52,0,0,0.48,0,0.36,0.23,0,0,3.79,1.03,0,6
2.61,2.2,1.45,3.76,0,0.73,0.03,0.7,0.41,0,0.57,0.24,0,0,4.24,1.82,0,6
2.62,2.08,1.54,3.27,0.97,1.73,0,1.7,1.99,0.9,0,0.26,0.31,0,4.38,1.67,0,6
2.16,1.92,1.68,3.74,0.58,0.14,0.13,1.19,1.66,0.63,0.4,0.04,0.13,0,4.17,1.94,0,6
3.02,2.62,1.56,3.67,0,0.57,0,0,0.37,0,0.69,0.18,0,0,3.08,1.45,0,6
3.43,3.06,1.41,3.49,1.39,1.29,0,1.22,2.03,0,0.56,0.1,0,0,3.32,0.89,0,6
2.99,4.84,0.48,2.02,0,0.45,0,0,0,0.07,0,0.42,0,0,2.14,2.25,0.26,6
2.77,1.51,0.05,2.78,1.28,0.63,0,0.1,2.22,0.87,0,1.21,1.29,0.79,0.2,0.43,0,6
1.91,1.44,1.15,1.67,0.53,2.93,0,0.7,1.21,0.16,0.54,0,0.13,0,2.17,1.93,0,6
3.29,3.33,2.93,3.63,0,1.53,0,0,0.16,0,0.59,0,0.3,0,1.29,1.18,0,6
3.41,2.39,3.02,4.19,0,1.63,0,0,0.08,0,0.48,0,1.02,0,1.19,0.91,0,6
4.16,2.15,1.4,3.63,0,0,0,0,0.03,0,1.19,0,1.3,0,1.61,0,0,6
1.42,1.8,2.77,3.42,0,1.18,0,0,0.16,0,0.47,0,0.46,0,0.91,1.11,0,6
1.3,2.77,2.38,3.1,0,0.64,0,0.11,0,0,0,0,0,0,0.45,0.31,0,6
3.32,2.64,1.96,4.03,0,0,0.28,0.27,0.71,0.51,0.32,0,0,0,1.54,0,0,6
2.51,1.6,1.05,3.26,0,1.18,0,0.26,0.15,0,1.02,0,1.15,0,1.51,0,0,6
2.35,3,1.97,4.54,0,0.19,0,0,0,0,0,0,0.7,0,0.58,2.23,0,6
2.45,3.75,0,2.14,0,0.03,0,0,0.2,0,0.4,1.63,0.78,0.79,1.49,1.4,0,6
1.65,2.08,1.41,3.15,0,0.47,0,0,0,0,0.29,0,0,0,1.03,0.13,0,6
2.75,2.24,1.93,4,0,0,0,0.38,1.01,0.93,0.22,0.27,0,0,1.1,0,0,6
2.95,2.78,2.24,4.28,0,0.8,0,0,0.01,0,0.08,0,0.84,0,0.69,0,0,6
1.94,2.59,2.32,1.58,0,1.57,0.18,0,0,0,0.54,0,0.95,0,1.6,0.71,0,6
2.35,1.26,0.83,3.46,0,0,0,0,0,0,0.56,0,0.47,0,1,0.63,0,6
2.2,1.7,2.28,1.89,0,0,0,0,0,0,0.35,0,0.71,0,0.96,0.22,0,6
0.94,1.91,2.49,2.54,0,0.29,0,0,0.09,0,0.55,0.05,0.85,0,1.29,1.03,0,6
1.95,0.22,1.45,0.08,0,1.43,0,0,0,0.23,0.49,0.1,1.26,0.99,0,0,0.12,6
0.91,2.36,0.9,2.83,0,0,0.01,0.14,0.04,0,0,0,0,0,1.2,1.09,0,6
2.99,2.4,1.64,2.49,0,0.95,0,0,0.02,0,0.61,0.1,0.53,0,0.51,0.02,0,6
3.16,1.5,3.61,3.61,0,1.02,0,0,0.14,0,0.64,0.34,0.67,0,1.67,0.17,0,6
2.95,2.66,0.46,1.69,0,0.39,0,0,0.38,0.29,0.71,0,0.26,0,1.58,0.18,0,6
3.64,3.63,0.23,3.13,0,0.29,0,0.12,0.22,0,1.63,0.54,0.96,0,2.49,0,0.13,6
3.1,2.77,2.74,4.09,0,0.13,0,0,0.16,0.04,0.22,0,0.39,0,1.49,0.68,0,6
3.26,3.26,2.32,3.96,0,1.14,0,0,0.3,0,0.57,0,0.8,0,1.33,0.47,0,6
1.22,1.38,2.42,3.91,0,1.85,0.29,0.29,0.02,0,0.91,0.32,0.81,0,1.84,0.89,0,6
1.99,2.02,2.56,4.08,0,0.92,0,0,0,0,0.34,0,0.61,0,1.21,0.59,0,6
0.58,1.1,2.19,2.93,0.29,1.33,0,0,0,0,0.7,0.07,0.36,0,0.82,0.32,0,6
3.47,1.92,1.53,2.28,0.01,0.98,0,0,0.12,0,0.41,0,0.12,0,0.76,0,0,6
1.99,2.74,3.06,3.78,0,0.61,0,0,0,0,0.39,0.32,0.49,0,1.11,1.65,0,6
2.35,1.96,3.15,3.33,0,1.3,0,0,0.41,0,0.34,0.03,0.34,0,1.75,0.58,0,6
0.88,0,0,0.5,0,0.27,0,0,0,0.86,0,0,0.3,0,0,3.03,0,6
3.26,2.95,2.05,4.3,0,0.08,0,0,0.05,0,0.46,0,1.25,0,1.59,0.49,0,6
2.23,2.78,1.75,4.48,0,0.48,0,0,0,0,0,0,0.24,0,1.1,0.45,0,6
3.62,3.96,0.64,2.94,0,0.04,0,0.75,0.83,2.11,0.38,0.94,1.31,0,1.66,0.89,0,6
2.52,2.03,2.84,4.42,0,0,0,0,0.38,0,0.59,0,0.39,0,0.29,0,0,6
1.89,1.74,2.73,1.92,0,0.5,0,0,0.09,0,0.34,0,1.17,0,1.73,0.46,0,6
2.91,1.5,2.87,2.83,0,0.69,0,0,0,0.15,0.11,0,0.78,0,0.97,0.34,0,6
4.03,3.2,0.94,4.16,0.29,0.92,0,0,1,1.2,0.26,0,0,0,2.1,0,0,6
2.41,2.78,2.86,2.89,0,1.2,0.64,0.41,0.47,0,0.48,0,0,0,1.79,0.37,0,6
3.06,2.1,2.87,3.14,0,1.55,0,0,0.12,0.06,0.62,0,1.18,0,1.75,0.48,0,6
1.22,0,0,1.94,0,0,0,0,0,0,0,0,0.19,0.29,0.32,2.61,0.83,6
3.07,3.33,2.61,3.16,0,1.62,0,0,0.38,0,0.09,0,0.7,0,1.75,0.65,0,6
1.89,1.76,2.38,2.94,0,1.24,0,0.24,0,0,0.25,0.42,0.15,0.1,0.87,0.75,0,6
2.97,2.49,3.1,3.99,0,0.56,0,0,0,0,0.24,0,0.51,0,1.41,0.36,0,6
1.49,0.37,1.38,2.22,0.57,0,0,1.69,1.59,1.65,0.85,1.77,0.09,0,1.23,0,0.44,6
1.22,2.01,2.72,2.26,0,0.29,0,0,0.17,0,0.33,0,0.35,0,0.86,0.64,0,6
3.02,3.99,0.36,0.79,0,0,0,0.2,0.22,0,0.37,0.41,0,0,2.11,0,0,6
2.88,2.45,1.91,3.66,0,0.92,0,0,0.24,0,1.13,0,1.39,0,2.06,0.87,0,6
2.01,2.15,2.94,3.38,0,0.7,0.49,0.42,0.5,0,0.75,0,0,0,1.94,0.64,0,6
2.98,2.86,3.12,2.19,0,0.8,0,0,0.17,0,0.32,0.28,0.42,0,1.68,0.6,0,6
0.61,2.6,2.28,4.15,0,0.87,0.12,0,0.25,0,0.39,0,0,0,1.03,0.87,0,6
2.15,1.24,0.94,3.68,0,0.72,0,0,0.21,0.02,0.83,0.03,1.37,0,1.52,0.14,0,6
1.58,2.78,2.39,4.24,0,0,0,0,0.09,0,0.21,0,1.06,0,1.04,0.87,0,6
2.15,2.39,1.93,2.74,0,0,0.18,0,0.16,0,0.85,0,0,0,1.41,0.6,0,6
2.69,3.34,2.67,2.79,0,0,0,0.72,0.7,1.01,0.33,0,0,0,1.23,0,0,6
3.77,4.18,2.16,2.83,0,0,0,1.05,0.33,0.97,0,0.28,0,0,0.97,0.37,0,6
2.89,2.61,1.73,1.74,0,0,0,0,0,0,1.82,0.88,1.67,0,2.81,1.95,0,6
2.89,3.05,0.33,1.32,0.31,0.98,0.21,0,0.12,0,0.95,0,0,0,2.9,2.08,0.12,6
2.68,2.72,0.67,3.1,0.73,0.44,0.07,0.32,0.26,0,1.64,0,1.64,0,4.69,2.91,0,6
2.46,3.43,0.76,3.44,0.37,0.24,0,0,0,0,1.9,0,1.23,0,3.45,3.02,0,6
2.55,0.48,1.02,1.01,1.28,1.95,1.53,0.05,0,0.03,1.59,0.32,1.37,1.32,3.22,3.43,0.19,6
2.97,2.85,1.24,2.88,0.49,0.12,0,0.53,0,0,2.01,0.17,1.13,0,3.97,3.23,0,6
2.55,0.48,1.02,1.01,1.28,1.95,1.53,0.05,0,0.03,1.59,0.32,1.37,1.32,3.22,3.43,0.19,6
2.46,3.43,0.76,3.44,0.37,0.24,0,0,0,0,1.9,0,1.23,0,3.45,3.02,0,6
2.68,2.72,0.67,3.1,0.73,0.44,0.07,0.32,0.26,0,1.64,0,1.64,0,4.69,2.91,0,6
2.89,2.61,1.73,1.74,0,0,0,0,0,0,1.82,0.88,1.67,0,2.81,1.95,0,6
2.6,2.17,0.82,3.13,0.28,0.31,0.14,0.11,0,0,0.82,0,0.87,0.08,3.61,2.29,0,6
3.95,3.73,1.27,3.42,0.77,0.69,0,2.19,0.93,0.41,1.08,0,0.71,0,5,2.22,0,6
2.02,3.85,0,2.03,0,1.04,0,0,0.04,0,0,1.64,0.76,0.22,3.27,4.07,0.09,6
2.35,2.1,0.73,2.04,0.12,0.81,0.29,0.54,0,0.11,0.89,0.57,0.8,0,2.69,2,0,6
3.8,4.01,2.09,3.15,0.16,0,0,1.49,0.57,0.3,1.6,1.7,1.51,0.21,3.54,2.33,0,6
3.8,4.01,2.09,3.15,0.16,0,0,1.49,0.57,0.3,1.6,1.7,1.51,0.21,3.54,2.33,0,6
2.98,3.17,0.33,3.15,0.26,0.75,0.15,0.29,0,0,1.23,0,1.03,0,3.21,2.7,0,6
2.63,1.97,1,1.95,0.56,1.82,0.21,0.79,0,0,1.89,0,1.85,0,4.15,2.29,0,6
2.83,3.14,0,5,0.22,0,0,0.06,0.15,0.14,0.99,0.45,0.13,0,1.77,0.14,0,6
2.73,2.52,1.42,2.81,0,0,0,1.19,0.32,0,0.64,0.31,0,0,2.34,0.49,0,6
0.95,1.48,0,3.18,0.58,0.3,0.13,0,0,0,0.56,0.43,1.59,0.67,2.34,4.65,0,6
2.9,3.23,1.52,1.07,0.06,0,0,0.11,0.46,0,2.04,0,1.39,0,2.75,1.81,0,6
2.9,3.23,1.52,1.07,0.06,0,0,0.11,0.46,0,2.04,0,1.39,0,2.75,1.81,0,6
2.07,3.77,1.43,2.68,0.46,1.91,0,1.69,1.45,0.6,1.56,0.65,0.16,0,2.27,1.41,0,6
2.73,2.52,1.42,2.81,0,0,0,1.19,0.32,0,0.64,0.31,0,0,2.34,0.49,0,6
1.71,2.66,0.52,2.47,0.27,0.01,0,0.54,0,0,1.29,0,1.17,0,5,1.41,0,6
1.1,2.76,0.66,1.76,0.37,0,0.03,0.72,0,0.34,1.14,0,1.96,0.34,3.61,1.98,0.26,6
1.94,2.84,0.21,2.02,0.4,0,0,0.67,0.2,1.05,0.5,0,0.58,0,4.09,1.08,0,6
2.74,2.64,1.95,2.39,0,0,0,0.13,0.49,0,1.28,0,0.7,0,4.3,1.85,0,6
2.15,2.25,1.03,2.88,0,0,0.35,0.57,0.37,0,1.38,0,0.06,0.05,2.24,0.92,0,6
1.6,0.02,0.52,3.71,0,0,1.06,0.19,0,0,1.31,0,0.69,1.19,1.47,2.01,0,6
1.1,2.76,0.66,1.76,0.37,0,0.03,0.72,0,0.34,1.14,0,1.96,0.34,3.61,1.98,0.26,6
1.94,2.84,0.21,2.02,0.4,0,0,0.67,0.2,1.05,0.5,0,0.58,0,4.09,1.08,0,6
2.74,2.64,1.95,2.39,0,0,0,0.13,0.49,0,1.28,0,0.7,0,4.3,1.85,0,6
4.27,3.88,0.73,1.5,0.47,1.06,0,1.03,0.91,0.91,2.08,0,0,0,3.04,0,0.7,6
2.59,2.53,0.71,3.02,0,0,0,0.8,0.34,0,1.05,0,0.87,0,2.89,0,0,6
2.15,2.25,1.03,2.88,0,0,0.35,0.57,0.37,0,1.38,0,0.06,0.05,2.24,0.92,0,6
1.71,2.66,0.52,2.47,0.27,0.01,0,0.54,0,0,1.29,0,1.17,0,5,1.41,0,6
3.26,3.87,0.51,4.51,0,0,0,0,0.15,0,1.36,0,0.54,0,3.41,2.97,0,6
3.26,3.87,0.51,4.51,0,0,0,0,0.15,0,1.36,0,0.54,0,3.41,2.97,0,6
1.56,2.85,1.01,2.71,0,0,0.17,0.11,0,0,0.4,0.61,0,0.4,0,0.65,0,6
3.17,4.54,2.99,3.51,0,0.07,0,0.02,0.32,0.07,0,0,0.28,0,1.57,1.66,0,6
3.15,3.67,0,2.73,0,0,0,0,0.15,0,0,0,0,0,1.43,1.65,0,6
2.98,4.1,1.82,4.35,0,0,0,0,0,0.1,0,0,0.13,0,1.53,0.99,0,6
2.47,1.13,1.16,3.73,0,0,0,0,0,0,0,0,0,0,1.46,0.96,0,6
3.07,3.52,0,2.26,0.36,0,0,1.1,0.58,0.9,0.95,0,0.29,0,2.13,1.02,0,6
2.19,2,1.29,3.9,0,0,0,0,0,0,0,0,0,0,1.19,1.57,0,6
1.75,1.76,2.84,2.76,0,0.98,0.37,0,0,0,0,0,0,0,1.98,1.76,0,6
1.51,0.88,3.01,3.72,0,1.72,0.46,0,0,0.17,0.01,0,0.13,0,1.65,1.36,0,6
3.39,4.55,0.27,3.66,0,0,0,0,0.13,0,0.09,0,0.45,0,2.17,0.95,0,6
3.36,5,2.34,4.36,0,0,0,0,0.28,0.2,0,0,0.02,0,0.71,0.91,0,6
2.54,3.36,0.87,4.16,0,0,0,0,0,0,0,0,0,0,0.51,0.43,0,6
2.31,3.33,0.88,2.39,0,0,0,0,0,0,0,0.47,0,0.33,0,0,0,6
0.85,2.54,2.15,1.5,0,0.46,0.15,0.1,0,0,0.3,0.02,0,0,1.78,1.38,0,6
2.64,3.23,0,3.08,0,0,0,0,0.09,0,0,0,0,0,1.01,0.82,0,6
1.47,2.66,0,3.5,0,0,0,0.33,0.21,0.28,0.36,0.05,0,0.05,1.54,1.21,0,6
3.62,4.33,0,3.92,0,0.23,0,0,0.17,0.79,0.49,0,0.21,0.33,1.21,1.43,0.05,6
2.5,2.89,0.97,3.44,0,0.42,0,0,0,0,0,0.01,0.36,0,1.2,1.6,0,6
1.69,2.28,0.65,2,0,0,0,0,0,0,0,0.21,0.21,0,2.73,2.2,0,6
2.89,2.63,1.26,1.14,0.04,0,0,1.59,0.25,0.53,0,0.27,0,0,2.58,1,0,6
3.84,4.02,0.23,3.17,0,0,0,0.18,0.89,0,0.39,0.11,0.57,0,1.86,0.14,0,6
3.06,3.75,0.26,3.28,0,0,0,0.09,0.52,0,0.59,0,1.32,0,2.01,1.22,0,6
4.3,4.63,1.64,1.65,0,0,0,0.13,0,0,0,0,0.04,0,2.33,1.61,0,6
2.71,2.9,0,4.12,0,0,0,0,0,0,0.51,0,0,0,1.19,0.99,0,6
2.12,2.78,2.96,1.68,0.39,2.67,0,0.33,0.46,0.43,1.21,0.13,0,0.43,1.47,1.22,0,6
2.24,2.04,0,2.78,0,0,0,0,0,0,0.87,0,0,0,1.61,1.42,0,6
4.07,4.02,0,3.9,0,0,0,0,0,0,0,0,0,0,0.69,0.86,0,6
4.38,4.75,1.34,3.19,0,0.41,0,0.89,0.83,0.17,2.82,0,0.68,0,3.62,0,0,6
2.59,3.52,0.24,3.12,0.3,0.31,0,0.15,0.65,0,0.22,0,0.47,0.01,1.72,0.97,0,6
2.08,3.33,0.96,2.07,0,0.17,0,0.48,0.12,0,0,0.23,0.38,0,1.76,2.02,0,6
1.86,2.02,0,2.68,0,0,0,0,0,0,0,0.4,0.42,0,1.07,1.59,0,6
2.46,1.69,0.65,1.87,0.37,1.01,0.16,0.32,0.28,0.34,0.54,0.21,1.12,0,2.67,1.72,0,6
2.72,1.76,0.16,1.64,0,0,0,0,0,0,0.18,0,0.7,0,1.95,1.25,0,6
1.87,3.17,1.25,3.11,0,0.37,0,0.44,0.59,0.02,1.17,0.93,0.36,0,4.05,1.62,0,6
1.73,2.91,0,3.89,0,0,0,0,0.63,0,0,0.06,0,0,2.12,2.02,0,6
1.87,1.35,1.35,2.62,0,0,0,0.16,0.42,0,1.49,0.08,0,0,4.03,1.07,0,6
2.06,2.78,0.12,2.61,0,0,0,1.38,0.6,0,0.36,1.12,0,0,3.29,1.8,0,6
2.86,3.08,0.29,4.08,0,0,0,0,0.9,0,1.01,1.12,0.22,0,3.26,0.03,0,6
3.72,3.26,1.27,3.77,0,0,0,0.02,0.81,0,1.23,0.74,0,0,2.94,0.55,0,6
3.66,3.51,0,1.75,0,0,0,0.86,0.07,0,1.56,0.03,0.15,0.07,2.43,0,0.56,6
2.85,3.04,0.79,2.45,0,0,0,0,0.66,0,1.06,0.42,0.76,0,3.87,0.21,0,6
2.07,2.58,1.16,2.62,0.04,0,0,0.6,0.58,0,1.28,0.5,0.78,0,4.2,1.24,0,6
0.33,0.52,1.32,2.59,0.44,1.71,0,0.15,0,0,0.5,0,0,0,3.61,0.05,0,6
3.38,3.47,0.57,4.59,0,0,0,0,0.97,0.32,0.68,0.76,0.41,0,3.62,0.45,0,6
3.65,3.91,0,4.77,0,0,0,0.3,1.14,0,0.93,0.2,0,0,2.06,0.32,0,6
3.19,3.56,0.04,5,0.23,0,0,1.12,1.15,0,0.89,0.66,1.07,0,3.86,0,0,6
1.85,2.59,0.33,3.66,0.26,0,0,1.46,0.97,0.42,0.55,0.81,0.11,0,4.36,2.7,0,6
1.39,2.5,0,2.07,0,0,0,0,0,0,0,0,0,0,2.6,0.66,0,6
2.01,1.77,0.59,1.28,0.4,0,0,0.25,0.48,0,0.71,0.64,0.66,0,1.27,2.66,0.38,6
1.37,2.13,0.35,2.6,0,0.56,0,0,0.21,0,1.11,0.3,0,0,4.3,0.98,0,6
2.04,3.45,0,1.73,0.65,0.66,0,0,0.75,1.16,0.99,0,0.11,0,3.17,0.8,0.61,6
1.59,2.84,0.56,2.76,0,0,0,0.56,0.7,0,0.86,0.86,0,0,3.96,1.72,0,6
2.05,2.65,1.9,2.1,0,0,0,0.66,0.57,0.28,0.66,1.15,0,0,4.12,1.55,0,6
2.83,3.15,0,3.47,0,0,0,0.52,0.92,0.69,0.48,0.38,0.66,0,2.96,3.12,0,6
3.3,2.78,1.02,4.07,0,0,0,0.35,0.74,0,0.64,0.59,0,0,3.13,1.04,0,6
1.47,0,0,2.21,0,0,0,0,0.81,0,0.18,0,0,0,0.03,0,0.36,6
2.2,2.16,0.51,3.56,0,0,0,0.36,0.28,0,0.83,0.02,0,0,3.51,0.92,0,6
2.88,3.07,0.17,4.12,0.37,0,0,0.72,1.34,0,0.57,0.59,0,0,4.32,0.98,0,6
3.02,2.06,0,2.42,0,0,0,0.2,0.32,0,0.29,0,0,0,2.22,0.99,0,6
2.77,2.69,0.08,2.9,0,0,0,0,0.45,0.25,0.25,0,0,0,1.79,1.13,0,6
0.1,0.85,0.97,2.95,0.37,0,0.27,0.45,0.77,0.04,0.26,0.62,0,0.16,1.11,1.78,0,6
1.92,2.13,0.04,4.19,0,0,0,0.73,0.77,0.57,0.67,0.33,0,0,3.33,2.4,0,6
3.91,4.44,0.02,4.47,0,0.52,0,0.12,1.39,0,1.56,0.14,0.02,0,3.47,0,0,6
2.09,2.88,0,4.16,0,0,0,0,0.74,0,0.2,0,0,0,2.31,0.83,0,6
2.24,2.39,0,2.67,0,0,0,0.26,0.41,0,0.62,0.2,0,0,2.94,2.39,0,6
2.04,2.99,1.03,3.15,0,0,0,0.57,0.57,0.86,0.77,0.31,0,0,3.54,3.14,0,6
2.25,3.5,0,3.16,0,0,0,0.3,1,0.1,0,0,0,0,1.58,0.67,0,6
