 AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r,emotion
2.27,1.97,0.18,0.59,0,0,0,0.42,0.48,1.37,0.25,0.4,0.44,0,0.79,0.17,0.27,4
2,2.01,0,1.71,0,0.74,0,0,0,0,0.7,0,0,0,0.95,0.97,0,4
4.06,3.59,0.5,0.56,0,1.36,0,2.07,1.22,0.19,2,0.88,0.95,0,2.45,1.8,0.18,4
1.55,1.14,0.14,1.29,0,0,0,0,0,0,0.13,0,0,0,0,0.94,0,4
0.22,0.84,0,0.47,0,0.33,0,0,0,0,0,0,0,0,0.3,0.36,0,4
2.68,2.56,0.35,1.1,0,0,0.45,2.18,1.19,0,2.03,0.57,0.77,0,2.19,0.39,0.03,4
1.11,0.62,0.75,0.63,0.77,3.32,0.84,0,0.19,1.11,0,0,0.32,0.11,0.9,0.87,0,4
0.98,0.24,2.16,0.43,0,1.11,0,0,0,0,0,0,0,0,0,0.8,0,4
0.72,0.3,0,0.35,0.12,0.77,1.25,0.39,0,0,0,0.94,0.59,0,0,0.19,1.25,4
3.41,3.55,0.49,0.82,0.08,0,0,1.14,1.34,1.16,1.3,1.69,0,0,1,1.46,0.21,4
3.6,3.07,1.82,2.33,0.66,0.1,0.14,2.34,1.91,0.25,2.13,0.35,1.12,0,1.45,0.63,0,4
1.42,0.64,0,0,0,0.79,0,0,0,0,0.69,0.17,0.5,0,0,0,0,4
1.83,1.55,0,1.3,0,1.34,0,0,0,0,0.54,0.33,0.25,0,0,0,0.41,4
2.11,0.94,0,0,0.45,0,0,0.36,0,0,1.26,0,1.56,0,0.98,0,0,4
0.47,0.23,0,0.15,0,1.36,0.24,0.03,0.08,0,1,0,0.54,0,0.67,0.37,0.31,4
1.96,0.54,0,1.2,0,0.33,0,0.01,0,0,1.19,0,1.06,0,1.21,0,0.48,4
1.7,0.93,0.31,0,0.25,1.85,0,0,0.23,0,0.65,0,1.49,0.17,0.81,0.34,0,4
1.55,0.98,0,0.77,0,0,0,0.12,0.46,0.38,0.88,0,0.08,0.17,1.02,0.4,0.46,4
2.62,1.39,0.62,2.05,0,0,0,0,0,0,0.95,0,1.02,0,0.33,0,0,4
3.3,3.35,0,1.46,0,0.41,0,0.46,0.98,0,2.79,0.61,1.78,0.34,1.86,0,0.05,4
1.96,1.13,0.22,0,0.73,3.13,0,0.08,0.07,0,0.75,0,1.27,0,0.61,0.85,0,4
1.71,0.85,0.41,0,0.14,1.78,0,0.14,0,0,0.46,0,0.5,0,0.14,0.46,0,4
1.37,0,1.82,0,1.15,3.01,0.51,0,0.27,0,0.94,0,1.01,0,0.86,0.59,0,4
2.37,2.21,0,1.64,0,0,0.51,1.26,0.43,0,0.9,0,0,0,1.26,0.03,0,4
1.65,0.27,1.75,0.54,0.89,2.99,0.61,0,0,0,1,0.16,1.11,0,0.99,0.37,0,4
2.71,2.1,0.43,0,0.79,3.09,0,0.92,0.86,0,0.83,0,1.76,0,1.22,0.52,0,4
1.59,0.5,1.71,0,0.9,2.48,0.44,0,0.27,0,0.9,0,1.59,0,1.69,0.66,0.23,4
1.53,0,1.61,0,1.19,2.78,0.5,0,0,0,0.94,0,1.62,0,1.14,0.87,0,4
2.47,3.14,1,0.46,0,0.71,0,0.86,0.99,0.31,1.37,1.62,0.74,0,1.46,1.04,0.56,4
1.67,0.57,1.63,0.38,0.82,0.56,0.24,0,0.33,0,1.02,0.36,2.04,0.1,1.37,0,0.09,4
2.49,1.51,0.31,0,0.58,3,0,0.67,0.43,0.18,1.14,0,1.61,0,1.24,0.84,0,4
2.11,1.23,0.13,0,0.33,2.37,0,0.25,0.13,0,0.41,0,0.49,0,0.46,0.67,0,4
1.52,0.17,1.03,0,0.85,1.34,0.15,0,0.57,0,0.86,0.55,0.41,0,0.78,0,0,4
2.63,2.8,0,0.69,0.29,0,0,0.6,0.39,1.07,0.65,0,0.95,0,0.94,0.93,0.1,4
2.3,2,1,0,0.41,1.96,0,0.01,0.05,0,0,0,0.2,0,0.41,0,0,4
3.48,2.02,0.29,2.05,0,0,0,0,0,0.27,0.92,0,1.51,0,1.05,0,0,4
0.97,0.47,0.95,0.58,0.32,0.81,0.13,0.52,0,0.59,0,0,0,0,0.02,0.83,0.72,4
1.86,1.48,0.5,1.59,0,0,0,1.61,1.06,3.07,0.88,1.36,0.84,0.99,1.95,0.77,0.57,4
2.22,1.64,1.93,0,0.38,1.79,0,0.51,0.5,0,0.47,0.13,1.35,0,0.9,0.11,0,4
1.94,0.79,0.3,0.04,0.51,0.9,0,0.47,0.15,0,1.33,0,2.09,0,1.09,0,0,4
1.62,0.11,0.55,0.06,0,1.4,0.31,0,0.21,0.61,0.76,0.11,0,0.59,1.21,1.09,0.15,4
2.55,1.91,0,0.99,0,0,0,0,0,0,1.3,0.09,0.21,0.24,0.06,1.22,0.01,4
1.32,0.84,0.28,1.09,0,0,0,0.78,0.82,0,2.01,0.09,0,0,0.53,0,0,4
1.08,0.87,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0.8,0,4
2.75,3.36,1.19,0.9,0.58,1.29,0,1.67,0.99,0,2,1.17,0.28,0,1.33,0.56,0.21,4
4.28,3.58,2.22,3.11,0,0,0,0.71,0.53,0,1.06,0.89,1.17,0,3.36,0.72,0,4
1.28,0.32,0.71,0,0,0.99,0,0,0.12,0,0.08,0,0,0.21,0,0,1.12,4
0.62,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.35,0,4
1.38,1.16,0.05,1.16,1.25,0.67,0,0,1.04,0.56,1.09,0.68,0.23,0.1,0.71,0,0,4
2.18,2.2,0,1.46,0,0,0,0,0.53,0,0.35,0,0.19,0,0,0,0,4
1.78,1.65,1.51,1.49,0.21,1.75,0,0.15,0,0.83,0.83,0.36,1.05,0.48,0,0,0,4
2.35,0.83,0.68,0.4,0,0,0,0,0.68,0.44,1.28,0.58,0.31,0,1.12,0,0,4
0,0.22,0,1.16,0,0,0,0.39,0.33,0,0.94,0.4,0,0,0.59,0,0,4
1.77,0,0.5,0.6,0,0,0,0,0,0,1.41,0.24,1.03,0,0,0,0,4
0,0.09,0.27,0,0,1.05,0,0,0,0,0.03,0.56,0,0.05,0.28,0.23,0,4
1.42,0.87,0,1.39,0,0,0,1.5,0.72,1.06,0.3,0.46,0,0,0.34,0,0,4
2.22,1.92,0.43,1.55,0,2.05,0,0,0,0,0,0,0,0,1.05,0.38,0,4
1.57,0.62,0.92,0.72,0,0.01,0,0,0,0.1,0.88,0,0.28,0,0.16,0,0,4
2.29,0.9,0.6,0,0,2.06,0,0,0,0,0,0,0.46,0,0,0.82,0,4
3.3,1.59,1.95,1.53,0,0,0,0,0,1.33,0.55,0.24,1.33,0.4,1.11,0,0.05,4
2.31,3.32,0.25,0,0.29,0,1.03,0.91,0.44,0.43,1.13,1.37,0.6,0.36,0.57,0.2,0,4
2.63,2.59,1.48,1.8,0,0.86,0,0,0,0,0.5,0,1.1,0,0.36,0,0,4
1.27,0.65,1.41,0.42,0,0,0,0.08,0,0.2,0.1,0.3,0.19,0,0.43,0.86,0,4
1.17,1.7,0.33,0.28,0,0.49,0,0,0,0.04,0.66,0.51,0.5,0,0,0,0.55,4
2.72,1.7,0.5,2.65,0,0,0,0,0,0,0.43,0,1.37,0,1.54,0.02,0,4
1.23,0.65,0.56,1.88,0,0,0.31,0,0,0,0.56,0,2.24,0,0.91,0,0,4
1.21,2.21,0,0,0,0.08,0.31,0.22,0.11,0,1.05,1.74,0,0.65,0,0,0,4
1.45,0.17,0.05,0.32,0.56,3.07,0,0.15,0,0,0.58,0,1.42,0,0.33,0.49,0,4
2.68,1.79,1.05,1.5,0,0,0,0,0,0.15,0.76,0,0.96,0,0.56,0,0,4
2.35,2.77,0.94,0,0,0,0,0.6,0,1.09,0.59,0.87,0,0,0,0,0,4
2.56,1.36,1.49,1.75,0.51,2.39,0,0,0.43,0.36,0.78,0,0.55,0,1.42,0.28,0,4
0.91,0.28,0,0.82,0,0,0,0,0,0,0.67,0,0,0.33,0.65,0.02,0,4
0,0.23,0,1.04,0,0,0,0,0,0,0.68,0.34,0,0,0,0.12,0,4
2.04,1.66,0.65,1.07,0,0,0.11,0.45,0,0,0.48,0,0,0,0.58,0,0,4
1.53,0,0.76,1.05,0,0.29,0,0,0,0,1.07,0.5,0.41,0,0,0,0,4
0.08,0.53,0,0.23,0,0.62,0,0,0.1,0.28,0.6,0.21,0,0,0.67,0.45,0,4
0.15,1.01,0.87,1.33,0,1.48,0,0,0,0,1.94,1.72,1.69,0,0.55,0,0,4
2.65,1.75,1.26,1.06,0,0.75,0,0,0,0.25,0,0,0.71,0.14,0,0,0,4
1.79,2.09,0.14,0.36,0.03,0.86,0,0,0.71,0.51,0.69,0,0,0.23,0.43,0,0,4
0,0,0,0.35,0,0.56,0.1,0,0,0,0,0,0,0,0.12,0,0.04,4
2.28,1,1.49,1.52,0,0,0.27,0.15,0,0.21,0.67,0.03,0.73,0,1.44,0,0,4
1.74,1.03,0,0.51,0,0,0.32,0,0,0,1.44,0,0,0,0.1,0.2,0,4
3.91,1.26,1.36,1.05,0.29,1.08,0,0,0.01,0.32,0.42,0,0.74,0,0,0,0,4
2.15,1.83,0.5,0,0,0,0,0,0,0.04,0.86,0.43,0.48,0,0,0.14,0.3,4
1.38,0.98,0.52,1.1,0.75,1.7,0,0.48,0.52,0.52,1.4,0.76,0.87,0,0.61,0,0,4
0.02,0.96,1.92,0.86,0,1.56,0,0,0,0.11,0,0,0,0,0,0,0.74,4
0.2,0,1.08,0,0.06,0.55,0,0.16,0.54,0,1.07,0.05,0.84,0.04,1.29,0,0,4
1.02,0.65,0,0,0.32,0.19,0,0,0,0,1.67,0,1.74,0,1.2,0.01,0.93,4
1.11,0,1.1,0,0,0,0,0,0.03,0,1.15,0.37,0.65,0,0.91,0.21,0,4
0.82,0.11,0.45,0.26,0,0,0,0,0.5,0,0.99,0,0.88,0,0.69,0,0,4
1.19,0.15,0.54,0.32,0,0,0,0,0,0,0.46,0,0.34,0,0,0,0,4
1.5,0.84,1.11,0.74,0,0,0,0.24,0.12,0.82,1.37,0,1.55,0.16,1.99,0.36,0,4
2.97,2.12,0.76,1.45,0,0.81,0,0,0,0.08,0.05,0,0.07,0,0.47,0.19,0,4
1.5,1.69,0,2.65,0,0,0,0,0.49,0,0.01,0.5,1.29,0.33,0,0,0,4
0.81,0.8,2.06,1.76,0,0,0,0.22,0,0,0.12,0.19,0.33,0,0.8,0.75,0,4
0.86,1.96,0,0.97,0,0.96,0.21,0,0,0,0.3,0.75,0,0.03,0,0,0,4
2.46,2.28,0,0.42,0.34,0,0.79,0.65,0.79,0.33,1.15,1.52,0.31,0.23,0.86,0,0,4
3.09,1.24,1.59,1.36,0,0,0,0.16,0.77,0.79,0.36,0,1.69,0,1.4,0,0,4
1.82,1.66,0,0.51,0.3,0.61,0.54,0.04,0.09,0.51,0.73,0.62,0.36,0,0.3,0,0,4
2.58,1.25,1.55,2.26,0.97,1.19,0.86,0.39,0.78,1.36,0.17,0,1.79,0,1.74,0,0,4
1.28,0.57,1.96,1.32,0,0,0.33,0,0,0.73,0,0.33,0.33,0,0.43,0.59,0,4
1.47,2.81,0.51,0.87,0,0,0,1.27,0.22,1.13,0.11,0.83,0,0,0,0,0,4
2,2.29,0.05,2.71,0.07,0.04,0,0,0.06,0.07,0.81,0,0.12,0,0.81,0,0,4
1.74,2.62,0,1.8,0.03,0,0,0,0.53,0.27,0,0,0,0,0.71,0.15,0,4
1.41,0,0.47,0.83,0,1.26,0,0,0,0,0.84,0.66,0.59,0,0,0,0,4
2.92,1.94,0.47,1.07,0,0,0,0.25,0.48,0.12,0.85,0.4,0,0,0.28,0,0,4
0.83,0.1,0,1.28,0,0,0,0.29,0.75,0.36,0.76,0,0.42,0,0.94,0,0,4
0.54,0.54,0,0.18,0,0.13,0,0,0,0,0.4,0.22,0,0,0.18,0,0,4
1.91,1.15,0,0,0,0,0.2,0,0.01,0,1.9,0,0.55,0,1.46,1.04,0.86,4
0.32,0.1,0.43,0.5,0,0.63,0,0,0,0,0.44,0.16,0,0,0.49,0.33,0,4
1.45,1.22,0.13,0.25,0.87,1.47,0,0.15,0.97,0.37,1.54,0.16,1.46,0.05,1.18,0,0,4
0.5,0.98,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0.77,0,4
1.86,1.31,2.34,1.43,0,1.65,0,0,0,0.79,0.52,0.14,0.27,0,0,0,0,4
2.06,1.83,0,0.45,0,0,0,0,0,0,1.55,0.63,1.24,0.06,0,0.22,0.15,4
3.08,3.09,0,2.15,0,0,0,0,0.79,0.75,0.9,0.02,0,0,1.32,0,0,4
4.5,3.41,0.62,1.18,0,0,0,0,0.5,0,0.42,0,0,0,0.17,0,0.4,4
1.39,1.5,1.17,0,0,0.13,0,0.75,0,0.44,0.01,0,0.29,0,0,0,0.32,4
0.22,0.91,0,0.75,0,0.23,0,0,0,0,0.06,0,0,0,0.62,1.21,0.15,4
1.19,1.63,0,1.09,0.75,1.57,0,0,0.76,0.64,1.08,0.2,1.46,0,0.97,0,0,4
3.27,2.13,0,1.5,0,0,0,0,0,0,1.17,0.37,0.63,0,0,0.12,0,4
0.88,0.42,0.61,0,0,0.32,0,0,0.03,0,1.17,0,0.65,0.06,0.71,0.41,0,4
0.49,0.14,0.76,0,0.14,1.23,0.15,0.13,0,0,1.32,0,0,0,0.43,0,0.15,4
0.49,0,0.12,0.56,0,0.3,0,0,0.07,0,0.46,0,0.22,0,0.38,0,0,4
1.66,0,0,0,0.31,0,0,0,0.43,0,1.28,0.36,0.58,0.64,0.55,0,0,4
2,0,0.49,0,0.23,0,0,0.82,0,0,1.96,0.61,0.99,0,0,0,0.22,4
1.42,1.31,0,0.54,0.51,0,1.21,1.25,0,1,0.67,0,0,0,0.46,0,0,4
3.34,1.96,1.81,1.05,0,0.03,0,0,0.41,0.25,0.93,0.14,0.12,0,1.22,0,0,4
0.77,0.64,0,0,0.38,1.14,0.95,0.37,0.2,0,1.34,0.66,0.87,0.53,0.39,0.01,0,4
2.24,1.31,1.74,1.17,0,0,0,0.68,0.24,0.4,0.09,0,1.33,0,2,0.95,0,4
1.59,0.56,1.89,0,0,0,0.1,0.83,0,1.23,0.95,0.72,0.65,0,1.45,0,0,4
1.63,1.66,0,0.13,0.32,0.2,0,0.6,0.5,0.31,1.27,1.62,0.84,0.98,0.18,0,0,4
1.84,2.92,0,1.23,0.12,0,0.33,0,0.49,0.02,0,0.61,0,0.32,0,0,0,4
2.02,1.73,0.14,0,0.07,0.92,0,0,0.05,0.88,0.8,0.82,1,0,0.22,0,0,4
2.42,1.81,1.44,1.14,0,0,0,1.75,0.35,1.64,0.32,2.17,0.05,0,0.91,0,0.14,4
0.11,0,0,2.25,0.65,0.37,0.56,0,0.4,0.54,0.58,0.11,0.65,0.87,0.64,0,0,4
0.5,0.44,0,0,3.44,3.84,1.14,1.5,3.16,1.4,0.35,0,1.07,0.53,3.55,1.16,0.16,4
0.85,1.25,0,0,0.89,0.94,0.99,0.92,0.46,0,1.59,0.98,0.28,0.16,0.57,0.45,0,4
3.75,2.4,1.5,1.33,0.2,0,0.11,0.35,1.03,0.1,0.02,0,0.32,0,2.25,0,0,4
3.2,2.35,1.37,2.1,0,1.57,0,0,0.2,0.65,0.06,0,0.41,0,1.23,0.34,0,4
0.26,1.03,0,0.12,0,0,1.29,0,0,0.23,0.65,0,0,0,1.12,0,0,4
0.82,0.93,0.36,0.28,0,0.06,0.06,0,0.29,0,0.45,0,0.63,0.13,0.88,0.4,0,4
0.02,0,0.39,0.4,0,0.13,0.52,0,0,0.21,0.85,0,0,0,0,0.31,0.23,4
0.41,0.94,0,0.77,0.04,0,0,0,0.04,0,0.28,0.54,0.41,0,0,0,0,4
0.69,1.04,0,1.64,0,0,0,0,0.52,0,0,0.21,0,0,0.39,0,0,4
1.18,0.18,0.17,0.39,0,0,0,0,0.82,0.25,0.92,0.46,0.19,0,0.94,0,0,4
3.08,2.58,0,0.81,0,0,0,0,0,0,0.41,0.08,0.35,0,0,0.34,0,4
0,0.12,2,0,0,1.01,0,0,0,0.04,0,0,0,0,0,0.79,0,4
1.81,2.29,0.44,1.29,0.63,1.34,0,0,0.8,0.54,1.35,0.86,0.99,0.08,1.03,0,0,4
1.3,0,0.31,0,0,0.31,1.04,0,0,0,1.01,0,0,0,0,0.32,0,4
0.89,2.32,0,0.84,0.02,0,0,0,0,0,0.61,0.48,0.01,0,0,0,0.13,4
3.04,1.23,1.33,1.29,0,0,0.08,0,0,0,0.56,0,0,0,1.28,0,0,4
1.76,1.1,0.92,0,1.11,2.37,0,0.7,1.61,0.41,1.36,0.76,0.69,0.59,1.7,0,0,4
2.49,2.12,0.78,1.24,0,1.16,0,0,0,0.42,1.37,0.39,0.92,0,0.25,0,0,4
2.07,0.96,1.03,1.24,0.38,0.99,0,0.43,0,0.37,0.11,0.11,0,0,0,0,0,4
3.39,2.66,0,1.85,0,0,0,0,0,0,1.5,1.01,0.85,0,0,0,0,4
0,0,0,0,0,0,0.17,0,0,0,0.19,0,1.14,0,0,0,0,4
1.43,0,0.83,1.28,0,0,0,0,0,0,1.06,0.33,1.2,0,0,0,0,4
2.05,1.86,0.38,0.91,0,0,0,0,0.08,0,0.45,0,0.75,0,0.59,0,0,4
2.24,0.95,1.27,0,0,0,0,0.64,0.64,0.61,1.21,0.21,0.27,0,1.19,0,0,4
1.68,0,0,0.82,0.41,1.11,0.48,0.53,0,0,1.41,0,2.14,0,0.27,0,0,4
0.24,0.46,0.88,1.4,0,1.93,0,0,0,0,1.05,0,0,0,0.4,0.17,0,4
2.84,2.07,0.26,1.92,0,0,0,0,0,0.11,0.64,0,0.99,0,0.37,0,0,4
0,0,0.38,0.01,0,0,0,0.01,0.59,0.26,0,0,0.12,0,0,0,0,4
2.15,1.83,0.92,1.53,0,0.71,0.61,0,0,0.25,0.52,0,0,0.03,0,0,0,4
2.23,1.97,1.3,1.21,0,0,0,0.23,0.27,0.45,0.44,0.29,0,0,0.76,0,0,4
3.14,2.62,0.14,0,0.13,0,0.4,1.15,0.85,1.73,0.72,0.39,0,0,0.31,0,0,4
2.34,0.53,1.62,0.24,0.05,0.48,0.7,0.05,0,0,0.81,0,0.87,0,1.26,0.15,0,4
2.58,1.66,0.77,2.1,0,0,0.52,0,0,0.49,0.9,0,1.46,0,0.66,0,0,4
2.01,1.13,1.04,0,0,1.31,0,0,0,0.95,0.6,0,1.19,0,0.25,0,0,4
3.91,2.46,1.45,1.68,0,0,0.07,0,0.45,0.41,0.72,0,1.46,0,2.35,0,0,4
2.44,1.43,1.11,0.52,0.28,0,0.57,0,0.09,1.01,0.71,0,0.73,0,1.66,0.51,0.18,4
2.42,2.68,0,0,1.06,0.17,0,0.63,1.43,1.25,1.3,0.97,1.45,0,0.28,0,0,4
1.33,1.05,0,0,0.83,1.59,1.86,0.49,0.38,0,1.62,1.29,0.89,0.07,0.92,0,0,4
1.82,0,0.73,0.68,0.13,0.7,0,0,0,0.6,0.64,0,0.74,0.46,0.55,0.11,0,4
2.94,1.99,0.52,1.97,0,0.45,0,0,0.38,0.56,0.59,0,0.03,0,0.81,0,0,4
1.32,1.68,0.62,0.81,0,2.02,0,0,0,0.13,0.72,0.33,0.63,0.15,0,0,0,4
1.7,0.78,1.52,1.12,0,0,0,0,0,0.48,0.38,0.21,0,0,0,0.22,0,4
0,0.56,0.27,0.69,0,0,0,0,0,0,0.45,0.45,0,0,0.04,0,0,4
0.59,0.71,0,1.39,0,0,0,0,0,0.44,0.11,0,0,0,0,0,0,4
0.48,0.57,0.96,0.3,0,0.44,0,0,0,0,0.64,0,0.81,0,0.23,0.19,0.15,4
1.6,0,0.4,0.51,0,0,0,0,0,0,0.76,0,0.99,0,0,0,0,4
0.58,0,0.12,0.16,0,0,0,0.47,0.77,0.8,1.18,0.43,0.69,0.04,0.66,0.42,0,4
0,0,0.25,0,0,0,0.44,0,0,0.34,0.67,0.19,1.37,0,0,0,0.1,4
2.46,2.41,0.79,1.19,0,0.2,0,0,0,0.7,0.53,0,0.96,0,0.12,0,0,4
1.83,1.6,0,0.51,0,0,0,0,0,0,1.11,0.37,0.43,0,0,0,0.16,4
1.08,0.33,0,0,0.43,0.69,0,0.04,0.44,0.24,0.75,0,0.04,0.09,0.54,0,0,4
1.69,1.6,0.8,2.08,0,1.53,0,0,0,0,1.17,0.18,1.48,0,0.03,0,0,4
1.79,0.14,1.33,0.98,0,0.04,0.43,0,0,0,0.51,0.29,0.22,0,0.39,0.8,0.02,4
1.31,0.56,1.21,0,0.34,0,0.18,0.47,0,0,0.84,1.07,0,0,0.39,0.25,0,4
0,0,3.21,0,1.17,2.63,1.49,0,0.19,0,0.52,0.2,0.06,0.2,0,0.2,0,4
1.69,0,1.29,1.42,0.45,0.85,0.29,0.25,0,0,0.77,0,0.13,0,0,0,0,4
0.63,0,1.03,0,0,0,0,0,0.08,0,0,0,0,0,0,0.48,0,4
3.6,2.83,1.84,2.64,0,0.11,0,0.53,0,0.05,0.86,0.68,1.57,0,1.48,0.31,0,4
1.79,1.16,3.37,0.83,0,0,0,1.11,0.02,1.77,0.45,0.1,0,0,0,0,0,4
1.55,0.41,1.15,0,0.2,0,0,0.86,0.15,0,0,0.18,0,0,0,0.42,0,4
1.59,0,0,0,0.35,1.38,0,0.62,0.9,0.49,0.4,2.48,0,0.95,0.32,1.89,0,4
0,0,0,0,0,1.19,0,0,0,0,0,0,0,0,0,1.15,0,4
2.22,1.14,0.55,0.48,0.63,0.38,0,0,0.04,0.18,0.48,1.22,0.88,0.18,0,0,0,4
1.44,0.4,0.62,0,0,1.28,0.32,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,2.27,1.45,0,0,1.76,0.02,0,1.18,0.53,0,0.05,0,1.46,4
1.34,1.09,0.61,1.24,0.82,2.29,0,0.02,0.9,0,0,0,0,0,0.19,0.08,0,4
0,0,0,0.02,1.1,0.72,0,0.79,1.45,1.92,0,0,0.82,0,1.06,0.39,0,4
