 AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r,emotion
1.82,1.83,1.71,0.93,0,0.82,0,0.17,0,0.17,0.48,0.58,0,0,0.19,0,0,4
2.61,2.48,0.55,1.29,0,0,0,0,0,0,0.75,0.02,0,0,0,0,0,4
2.81,2.19,1.41,0,0.16,2.12,0,1,0.69,0,0.5,0.45,0.86,0,1.09,0,0,4
2.12,2.12,1,0,0,2.13,0,0.07,0,0,0,0.06,0.47,0,0.48,0.55,0,4
3.71,3.94,1.14,1.19,0,0.59,0,1.2,0.82,0,2.29,0.75,2.16,0,2.29,0.42,0.39,4
2.51,2.83,1.31,0.84,0.53,1.15,0.84,2.14,1.41,0.26,1.34,0.28,0,0,2.13,0.82,0,4
2.27,1.82,0,0.74,0.6,1.43,0,0,0,0,0,0,0.25,0,0.06,0,0,4
3.05,2.69,0,0.67,0.44,0.74,0,0.18,0.95,0,1.59,0.4,0.12,0,1.71,0.94,0.56,4
1.42,0,0.93,0.13,1.09,1.82,0.06,0,0.11,0,1.43,0,2.23,0,1.54,0.53,0,4
2.37,1.58,1.5,0.11,0,1.03,0,0.34,0.27,0.09,0.35,1.02,1.18,0,0.84,0.92,0,4
2.63,1.81,0,0.21,0.95,2.33,0,0,0.53,0.23,0.39,0,0.99,0,0.9,1.74,0,4
0.84,0,1.23,0.05,0.5,1.15,0.15,0,0.15,0,0.97,0,1.09,0.31,1.13,0.74,0.01,4
3.59,2.34,0.28,0,0.35,2.24,0,0,0.28,0,0.32,0,0.68,0,0.83,0.01,0,4
1.17,0.14,1.66,0,0.58,1.97,0,0,0.32,0,0.98,0,0.75,0,1.08,0.18,0.11,4
1.69,0.56,2.02,0,0.68,2.44,0.55,0,0.17,0,1.09,0,1.54,0,1.3,0.48,0.1,4
2.35,0.62,0.12,0,0.37,2.05,0,0,0,0,0.44,0,1.59,0,0.86,0.83,0,4
2.43,1.74,2.42,0,0.45,1.85,0,1.28,1.1,0.4,0.48,1.2,0.12,0,0.29,0,0,4
1.52,2.46,0,0.23,0,0.26,0,0.25,0.52,0,1.85,0.61,0.61,0,1.63,1.8,0.93,4
0.65,1.7,0,0.42,0.52,0.08,0.91,1.91,0.41,0,1.86,0.24,0,0,0.92,0,0,4
2.25,1.92,1.12,0,0.24,1.86,0,0.21,0.16,0,0.07,0.08,0.72,0,0.75,0,0,4
3.05,3.16,0,0.75,0,0,0,0.09,0.15,0.9,0.92,0,0.5,0.31,0.8,1.15,0.54,4
1.77,1.89,0.28,0,0.55,2.72,0,0,0,0,0.15,0,0.66,0,0.85,0.37,0,4
0.96,0.97,0.76,0.62,0,0.61,0,0,0,0,0.44,0,0.45,0,0.26,0.35,0,4
3.09,1.49,0.19,1.67,0,0,0,0,0,0.16,0.84,0,1.31,0,0.87,0,0,4
0.26,0.34,0,0,0,0.16,0,0,0,0,0,0,0,0,0.09,0.45,0,4
0.7,0.6,0,0.77,0.37,0.28,1.3,0.84,0.11,0.68,1.11,0,0.39,0,0.7,0,0,4
1.54,1.2,0,0.57,0,0,0.93,0,0,0.37,1.31,0,0.85,0,1.07,0,0,4
1.07,0,0.76,0.27,0.74,1,1.57,0.83,0.34,0.86,1.61,0.98,0.67,0.1,0.79,0.8,0,4
1.71,1.07,0.49,0.08,0.7,1.28,0,0.32,0.42,0,1.05,0,2.14,0,1,0.11,0,4
1.34,1.74,0.21,2.97,0,0,0,0,0,0,0.43,0,1.11,0,0.75,0.38,0,4
1.47,0.94,0,1.36,0,0.02,0,0,0.08,0.57,0,0,0.08,0,0.72,0,0,4
1.13,0,2.37,0,0.04,1.55,0.44,0.24,0,0.5,0.71,0.33,1.89,0,0.06,0,0,4
2.34,2.28,0,1.5,0,0,0,0,0,0,0.12,0,0.23,0,0,0.26,0,4
2.34,1.18,0.5,0.5,0,0,0,0,0,0,0.77,0,0.56,0.24,0,0,0,4
0.64,0,0,0.46,0,0,0,0.49,0,0,0.81,0,1.13,0.03,0,0,0,4
0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0,4
2.77,2.03,0.81,1.41,0.1,1.26,0,0,0.41,0.98,0.3,0,0,0,1.12,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0.93,1.69,0,2.05,0,0,0,0,0,0,0,0,0,0,0.21,0.16,0,4
0.26,0,0,1.85,0,0,0,1.49,0.03,0.38,1.12,0,0.01,0,0,0.62,0,4
0,0,0,0,0.58,0.88,1.05,0.05,0.37,0.93,1,0,1.4,0,1.04,0.97,0,4
2.65,2.6,1.89,0.78,0,0.15,0,0,0.1,0,0.65,0.43,0.47,0,0.1,0,0,4
2.04,2.25,0,1.35,0,0,0,0,0,0,1.29,0.92,0.43,0.16,0,0.36,0,4
1.29,0.59,0,0,0,0,0.32,0,0,0,0.67,0,0,0,0.02,0.41,0,4
1.12,0,1.05,1.29,0,1.02,0,0,0.11,0,0.68,0,0.6,0,0.18,0,0.18,4
2.02,0.73,1.43,0,0.65,1.22,0.17,0.31,0,0.67,1.15,0.05,1.7,0,0.49,0,0.84,4
1.04,0.64,0.41,0.34,0,0,0,0,0,0.26,0.72,0,0.18,0,0,0,0,4
0.71,0.68,0,0.01,0,0.42,1.1,0.07,0.1,0.35,1.2,0,0.71,0,1.16,0,0,4
1.29,1.03,0,0.57,0,0.53,1.38,0.44,0.08,1.05,1.21,0,0.05,0,0.85,0,0,4
0,0.35,0.25,0.49,0,0.76,0,0,0,0,0.25,0,0,0,0.48,0.18,0,4
2.19,1.4,0,0.87,0,0.86,0,0,0.22,0,0.38,0.43,0.47,0,0.39,0.08,0.27,4
2.12,2.6,0.58,0,0.02,2.14,0,0,0,0,0,0,0.02,0,0.65,0.05,0,4
1.74,2.52,0.15,0.77,0.26,1.27,0,0.98,0.4,0,1.11,0.45,0.75,0,0.55,0,0.69,4
2.5,1.73,0.94,2.16,0.65,2.2,0,0,0.08,0.15,0.32,0,0,0,0.04,0.92,0,4
2.16,1.9,0.24,2.41,0,0,0,0,0,0,0.66,0.06,0.79,0,0.08,0,0,4
2.73,1.53,0.99,0.77,0,0.05,0,0,0,0,0.87,0.17,1.06,0,0.35,0,0,4
1.94,1.1,0.36,0.02,0.19,2.01,0,0.26,0,0,0.28,0,1.21,0,0.29,0.83,0,4
1.43,0,0.96,0.41,0.86,1.37,0,0.27,0.17,0,0.94,0,1.16,0,1.74,1.03,0,4
0.95,0.55,1.63,0.44,0.41,1.26,0.05,0,0.44,0,0.97,0,0.76,0.19,1.33,0.79,0.2,4
2.13,0.84,0.25,0,0.25,2.61,0,0.27,0,0,0.48,0.04,1.26,0,0,0,0,4
1.64,1.47,0,0.97,0.13,2.11,0,0,0,0,0.23,0,1.45,0,0.98,0.11,0,4
2.18,1.89,0.5,0.47,0.17,0,1.23,1.37,0.89,0,1.29,0,0,0,1.61,0.84,0,4
2.63,3.58,0.1,0.62,0,0,0,0.75,0,0,1.18,0.52,0,0,2.13,0.89,0,4
3.41,4.18,0,0.16,0.06,0,0,1.22,0.67,0.86,1.38,0.66,0.2,0,1.38,0,1.46,4
2.46,0.72,0.54,0.03,0.74,1.98,0,0.57,0.25,0.6,1.98,0.76,2.4,0,1.34,0,0,4
1.7,2.55,1.35,1.41,0.22,0,1.26,1.65,1.39,0.12,2.12,0.71,1.26,0,2.71,1.43,0.27,4
0.99,0.72,0.76,0.24,0.26,1.06,0.24,0,0.13,0,0.44,0,0.35,0,1.04,0.85,0.08,4
1.33,0.47,0,0.59,0,0.55,0,0,0,0,0,0,0.37,0,0,0,0,4
1.41,0.15,0.03,0.56,0.2,2.4,0,0,0,0,0.59,0.07,1.2,0,0.68,0.77,0,4
0.9,0,1.83,0.28,0.57,1.11,0,0,0,0,1.28,0,1.97,0.58,1.17,0.89,0,4
1.87,2.19,0.56,1.51,0,0,0,0,0,0,0.11,0.33,0,0,0,0,0,4
1.52,0.94,0.63,1.38,0,0,0,0,0,0,0.19,0.22,0.3,0,0,0,0,4
2.97,2.03,0.59,0,0.39,2.65,0,0.42,0.47,0,0.51,0,0.93,0,0.9,1.29,0,4
2.56,2.09,0.99,0,0.43,2.58,0,0,0.52,0,0,0,0.4,0,0.43,2.06,0,4
2.26,3.01,0.15,0.29,0.09,0,0,0.02,0.39,0,0.34,0.72,0,0,0.93,1.65,0.41,4
1.56,0,0,0.63,0,0,0,0.13,0.09,1.07,0.19,0.41,0.59,0.46,0,0,0,4
0.57,1.11,0.48,1.29,0,0,0.05,0,0,0.2,0.71,0.1,0,0,0.42,0,0,4
0,0.26,0,0.77,0,0.82,0,0,0,0,0.44,0,0.01,0,0.33,0.01,0,4
2.28,1.38,0.09,0.71,0,2.41,0,0,0,0,0.74,0,0.42,0,0.89,0.27,0,4
1.58,1.06,0,1.05,0,0,1.25,0,0,0.46,1.43,0,1.09,0,1.02,0,0,4
0.69,0,0,0,0,1.72,0.43,0.18,0,0.22,0.78,0,1,0.15,0.87,1,0.3,4
1.07,0.13,0,1.26,0,0,0,0,0.24,0.33,0.53,0,0.11,0,0.46,0,0,4
0,0,0,0,0,1.7,0.38,0.84,0,0.24,0.37,0,0.24,0,0.01,1.98,0.49,4
3.04,1.85,0,1.78,0,0,0,0,0.01,0,0.77,0,0.21,0,0.52,0,0.45,4
2.14,0.14,1.9,0,0,1.5,0,0,0,0,0,0,0,0,0.25,0.49,0.47,4
0.99,0.91,0,0.46,0,0,0.08,0.14,0,0,0.77,0.59,0.62,0.09,0,0.09,0,4
2.35,1.82,2.33,1.42,0.3,2.42,0.05,0,0.48,0.14,0.71,0,0,0,1.26,0.13,0,4
1.9,2.15,0.33,1.4,0,0,0,0,0,0,0,0,0,0.32,0,0.87,0,4
0.77,0.59,1.43,0,0,0.98,0,0,0,0.2,0,0,0,0,0,0,0,4
0.83,1.75,0,0,0,0.18,0.06,0,0,0.28,0,0,0,0.09,0,0.08,0,4
3.18,2.72,1.19,1.39,0.01,1.19,0,0.24,0.64,0.45,0.85,0,0,0,1.25,0.21,0,4
0.31,0,0,0,0.09,0,0,0.12,0.11,0,0.82,0.32,0.62,0.22,0,0.26,0,4
0.8,0.43,0,0,0,0,0,0,0,0,0.3,0.1,0,0,0,0,0.49,4
1.41,0.87,0,0.27,0,0,0,0,0,0,0.7,0,0,0,0,0.03,0.56,4
0.8,2.24,0.65,1.97,0,2.13,0,0,0,0,0,0.16,0,0.13,0,0,0,4
1.5,1.26,1.48,1.41,0,0,0,0,0,0,0.14,0,0,0,0.37,0.77,0,4
1.5,3.11,1.19,0.77,0,1.9,0,0.31,0.34,0,1.48,0.22,0.25,0,1.6,1.03,1.44,4
1.01,0,1,0.65,0.85,2.34,0.78,0.19,0,0.68,1.15,0.37,1.38,0,0.25,0,0,4
0.58,0.68,0,2.52,0,1.86,0,0.16,0,0,0.23,0,0,0,0.68,0.03,0.08,4
1.11,0.91,0.3,0.52,0,0,0,0.09,0,0,0.59,0.2,0,0,0.06,0.49,0,4
0.63,0.87,0,0.11,0.06,0.12,1.41,0,0,0.3,0.65,0,0,0,0.58,0,0,4
0,0.75,0,0.98,0,0,0.92,0,0,0,0.89,0,0,0,0.64,0,0,4
1.38,2.04,1.1,2.38,0.61,0,0,0.2,0.51,0,0.03,0,0,0,1.47,0.44,0,4
0.98,1.03,0.39,1.76,0,0.72,0,0.16,0.23,0,0.3,0.05,0,0,1.15,0.84,0,4
2.24,2.12,1.64,0,0.04,2.06,0,0.1,0.11,0,0,0.28,0.28,0,0.27,1.03,0,4
1.99,2.29,0.24,0,0.2,2.01,0,0,0,0,0.18,0,0.53,0,0.53,0.71,0,4
1.38,1.51,0.81,1.08,0,0.52,0,0,0,0,0.87,0.47,0.13,0,0.31,0,0,4
1.89,0.86,0.01,1.65,0,0,0,0,0,0,0.42,0,0.96,0,0,0,0,4
2.08,1.37,1.37,0,0.43,0.95,0,0.3,0.34,0,0.52,0.28,1.49,0,0.97,0.05,0,4
1.08,0,1.3,0,0.77,1.51,0,0.88,0.46,0,1.49,0.55,3.08,0.48,1.47,0.21,0.07,4
2.12,0,0.07,0.76,0.66,1.1,0,0,0.38,0,0.85,0,2.09,0,1.77,0,0,4
1.79,0.04,0.37,0.56,0.04,2.19,0,0,0,0,0.07,0,0.25,0,0.22,0.76,0,4
2.96,2.97,0,1.94,0.14,0.02,0,0.18,0.41,0,1.88,0.21,0,0.46,0.84,0,0.69,4
1.69,0.52,1.89,0.28,0.76,2.49,0.27,0,0,0,0.66,0.02,1.19,0,1.21,0.69,0,4
2.14,2.07,0.63,1.04,0.28,0.4,1.1,1.82,0.98,0,2.05,0,0.56,0,1.86,0,0,4
2.24,2.98,1.39,1.31,0.53,0,0.73,1.69,1.33,0,2.75,0.22,1.43,0,2.73,1.06,0.21,4
3.13,2.64,0,0.63,0.2,0.64,0,0.95,0.92,1.21,2.81,1.11,1.33,0,1.97,0,0.55,4
2.39,1.2,2.16,0.6,1.05,1.9,0.09,0,0.44,0,0.74,0.28,1.46,0,1.52,0,0,4
3.17,1.03,0.78,0.86,1.02,1.48,0,0.45,0.69,0.84,0.48,0.95,1.7,0,1.32,0,0,4
2.02,1.05,0.56,0.15,0.55,2.94,0,0.75,0.1,0,0.35,0,1.27,0,0.38,0.92,0,4
2.79,0.8,0.57,0,0.52,2.45,0,0.27,0.35,0,0.99,0,0.57,0,0.18,0,0,4
2.23,0.35,0.93,0,1.03,1.62,0.05,0.49,0.49,0,0.85,0,1.67,0,1.42,0,0,4
3.22,2.35,0,1.16,0,0,0,0,0.09,0.25,1.37,0,2.09,0,1.7,0,0,4
1.63,0.93,0.53,0.13,0,0,0,0,0,0,0.99,0.11,0.1,0,0.41,0.06,0,4
2.48,2.11,1.21,0,0.82,2.19,0,1.46,1.11,1.28,0.48,1.32,2.26,0.2,2.05,1.83,0,4
2,1.66,1.05,0,0.28,2.43,0,0.54,0.09,0.94,0.13,0.87,1.21,0,0.86,1.5,0,4
2.73,1.5,0.85,1.27,0,0,0,0.29,0.69,1.03,0.23,0,0.81,0,0.6,0,0,4
1.06,0.73,0,1.36,0.16,0.84,0.78,0,0,0.64,1.05,0,0.46,0,0.68,0,0,4
2.23,1.29,0,0.86,0,1.81,0.25,0,0,0,0.86,0.07,1.73,0.02,0.47,0,0,4
1.5,1.38,0,0,0,0,0,0.25,0.54,0.95,0.3,0.57,0,0,0,0,0,4
1.66,1.28,0,0.12,0,0.17,1.17,0.97,0,0.49,0.91,0,0.73,0,1.47,0,0,4
1.44,1.28,0.54,0.86,0,0,0,0,0,0.37,0,0.12,0,0,0.63,0.03,0.13,4
1.46,1.86,0.22,0.84,0,0.46,0,0.43,0.93,0,0.64,1.14,0.78,0,1.21,0.57,0,4
1.81,2.11,0,1.05,0,0,0,0.51,0.19,0,1.2,1.48,0,0,0.58,0.02,0.66,4
1.43,1.72,0.2,1.11,0,0.83,0,0,0,0,0.42,0,0,0,0.67,0,0,4
1.87,0.29,0.66,0,0,1.61,1.09,1.06,0,0,1.66,0.74,0.08,0,0,0,1.28,4
1.33,1.22,0.07,0.88,0,1.26,0,0,0,0.02,0.79,0,1.28,0.34,0.09,0.19,0.17,4
1.82,2.13,0,0,0.3,0.4,0,0,1.03,0.17,0,0,0.65,0,0.65,0.31,1.6,4
0.48,0.49,0,0,0,0,0,0,0,0,0,0.01,0,0.1,0,0.63,0.93,4
3.25,2.63,1.68,1.67,0,0.32,0,0.2,0.55,0.87,0.79,0,0.65,0,1.27,0.62,0,4
0.56,0.37,0,0.07,0,0,0,0,0,0,0,0,0.27,0,0.06,0,0,4
3.21,1.95,0,2.12,0,0,0,0,0,0,0.72,0.12,0.12,0,0.08,0,0,4
2.42,3.36,0.37,0.51,0,0,0,1.35,1.31,1.48,0.85,2.24,0,0,0.46,0.72,0.29,4
1.55,0.5,0,0,0.1,0,0,0,0,0,0.57,0,0,0,0.23,0.25,0,4
1.67,2.46,0,0,0,0,0,0,0,0,0.26,0.65,0,0,0.11,0.74,0.04,4
2.73,3.18,0,0,0.04,0,0,0.01,0.64,0.02,1.02,0.65,0,0,0.92,0.98,0.13,4
0.98,1.25,0,1.57,0,0,0,0,0,1.01,0.57,0,0.8,0,0,0,0,4
1.21,0.37,1.8,0.9,0,0.33,0.23,0.7,0.44,0.52,0.53,0.75,0,0.26,0.95,0.9,0.58,4
1.97,1.39,0.84,0,0,1.01,0,0.29,0.13,0.12,0.42,0,1.25,0,1.61,1.08,0.01,4
1.93,1.4,0.28,0,0.37,3.01,0,0,0,0,0.34,0,1.18,0,0.63,0,0,4
1.4,1.32,0.27,0.56,0,0.89,0.9,0.28,0,1.05,0.44,0.68,0,0.46,1.48,2.93,0.17,4
2.5,2.82,0.56,0.35,0.76,0.67,0,1.1,0.42,0,1.34,1.15,1.04,0.22,1.17,0,0.55,4
3.11,2.03,0.41,0,0.74,2.25,0,0,0.7,0.09,0,0.01,0.76,0,0.64,2.25,0,4
2.67,3.21,0,0.31,0,0,0,0.03,0.49,0,1.01,0.88,1.13,0,1.12,0,0.36,4
0.92,0.35,0.13,0,0.45,0.26,0,0,0,0,1.34,0,2.11,0.15,1.7,1.3,0,4
3.25,2.23,0.54,2.25,0.33,0,0.09,2.46,1.38,1.78,1.32,1.4,0,0,1.51,1.59,0,4
1.21,0.5,0.61,0.38,0,0,0.34,0,0,0,1.03,0.31,0.18,0.07,0,0,0,4
2.59,1.4,0.35,0,0.68,2.7,0,0,0,0.12,0.24,0,1.54,0,0.87,0.45,0,4
2.15,0.7,0.18,0,0.59,2.11,0,0.43,0.01,0,1.37,0,2.01,0,1.16,0.02,0,4
3.12,0.44,1.42,0.15,0.3,0.17,0,0.01,0.45,0,1.17,0.01,1.84,0,1.29,0.27,0,4
1.54,1.14,0,0.31,0.25,2.81,0,0,0,0,0,0,0.71,0,0.48,0.31,0,4
2.29,0,0.86,0.27,0.76,2.26,0,0,0.2,0,1.29,0,1.86,0,1.59,0.06,0,4
2.75,2.44,1.18,0.58,0.12,0,1.35,1.68,0.78,0,1.94,0.86,0,0,1.98,1.08,0,4
0,0,0.32,1.06,0.43,0.17,1.21,0.34,0,0,1.78,0,0.04,0,0.78,0,0,4
2.49,1.22,1.66,0,0.21,1.66,0,1.16,0.82,0.08,0.57,0.63,1.48,0,1.35,0.27,0,4
1.52,0.49,0.96,0.89,0.81,0.74,0.51,0,0.22,0,1.18,0.63,0.86,0,0.95,0,0,4
3.37,3.22,0.42,0.66,0,0.79,0,1.22,0.73,1.78,0.76,1.02,1.18,0,1.68,0.68,0.82,4
3.14,2.86,0.81,1.71,0.26,1.91,0,1.28,0.92,0,1.85,0.46,0,0,1.4,0.93,0,4
2,1.57,0.19,0,0.09,1.5,0,0,0,0,0.05,0,0.57,0,0.17,0.49,0,4
1.96,1.49,0.86,0,0.59,2.53,0,0,0,0,0.47,0,1.52,0,0.82,0.38,0,4
2.19,1.63,0.91,0.27,0.06,1.22,0.51,0,0.21,0,0.57,0.47,0.75,0,1.71,1.72,0.68,4
1.91,0.84,0.55,1.01,0,0,0,0,0,0,0.47,0,0,0,0.09,0,0,4
2.52,1.9,0.6,0.97,0.3,0,0,0,0.33,0,0.84,0.33,0.84,0,0.63,0,0,4
1.66,1.09,0.61,0,0,0,0.44,0.62,0,0.4,0.81,0.04,0.36,0,0.5,0,0,4
1.07,0.35,0,1.06,0,0,0,0,0,0.82,0,0,0,0,0,0.35,0,4
4.23,3.55,0.01,0.58,0.01,0.21,0,1.38,1.49,1.35,1.69,2.6,0,0,1.21,0.97,0.12,4
1.81,2.12,0,0.97,0,0,0,0.81,0.42,0,0.75,1.15,0,0,0.68,0,0.89,4
0.88,0.56,0.45,0,0.61,2.22,0.34,0,0.12,0,0,0,0,0,0.6,0,0.37,4
2.22,1.94,0.41,0.4,0,0,0,0,0,0,1.22,0,0,0,0,0,0.17,4
0.7,1.65,0,0.12,0,0,0.02,0,0,0.13,0,0,0,0.04,0,0,0,4
2.48,0.88,1.74,0,0,0.3,0,0,0,0,0.19,0.05,0.73,0.11,0,0,0,4
3.32,4.07,1.78,1.71,0.11,0,1.21,2.5,1.55,0.82,1.06,0.36,0.83,0,2.57,0.68,0,4
0.84,0.85,0,0,0,1.86,0,0,0.97,0.68,0,0,0,0,0.38,0,0.41,4
0.85,0,0,0,0,0,0,0,0.34,0.45,0,0,0,0,0,0.04,0,4
2.7,3.59,0,0.77,0,0.36,0,0.02,0.08,0,1.09,0.84,0,0,1.36,0.61,0.69,4
1.35,1.66,0,0.25,0,0,0,0.22,0.24,0,0.07,0.49,0,0,0.19,0,0.05,4
0.46,0.37,0,1.11,0,0.7,0,0,0,0,0.08,0.39,0,0,0.22,0,0,4
0.31,1.1,0.34,0.16,0.28,0,1.24,1.77,1.29,2.47,1.12,0.78,0.98,0.65,0.99,0.72,0.65,4
2.05,2.7,0.18,0.2,0.41,2.42,0,0,0.14,0,0,0,0.3,0,0.71,1.77,0,4
3.34,1.78,0.84,0,0,0,0,0,0,0.65,0.64,0,1.19,0,1.44,0,0,4
0.97,0.15,0.43,1.16,0,1.36,0,0,0,0,0.69,0,0.23,0,0.17,0.15,0,4
2.33,3.41,0,0.81,0,0.26,0,0,0.13,0,0.96,1.17,0,1.09,0.84,0.91,0.11,4
2.04,1.37,0,0.36,0,0,0,0,0,0.14,0.86,0.19,0,0,0,0,0,4
2.93,1.75,1.15,0.56,0,0,0,0,0,0.55,0.63,0,0,0,0,0,0,4
1.96,0.65,0,0,0.07,2.79,0,0.27,0,0,0.25,0,0.02,0,0,0.36,0,4
1.07,1.26,1.75,1.14,0.73,2.06,0,0,0.53,0,0.24,0,0.77,0.07,1.23,0.92,0,4
2.74,1.91,0.62,0,0.9,2.59,0,0.05,0.16,0,0.74,0.43,2.14,0,1.32,0.31,0,4
1.99,1.74,0.74,0.45,0.84,3.14,0.21,0.92,0.62,0.74,0.03,0.8,1.45,0,1.16,1.76,0,4
0.83,1.2,0,0,0,0.65,0,0,0.05,0,0.16,0,0,0,0.33,1.49,0,4
0.98,0.72,0,0.51,0,0.12,0,0,0,0,0.31,0,0,0,0,0,0,4
1.82,1.19,0.62,0,1,3.14,0.07,0.78,0.77,1.32,0.78,0.91,1.83,0,1.9,2.18,0,4
1.84,0.3,1.35,0,1.2,2.22,0.61,0,0.26,0,0.92,0,0.84,0,1.22,0.16,0,4
1.23,0,1.7,0.08,1.35,2.83,0.28,0,0.2,0,1.12,0,2.13,0,1.5,0.54,0,4
1.53,1.24,0.68,0,0.26,1.19,0.06,0.78,0.11,0,0.2,0.47,0.68,0.12,0.72,0,0,4
2.14,0.98,0.52,0,0.36,1.27,0,1.03,0.43,0,0.85,0.38,1.93,0,0.69,0.45,0,4
1.68,1.06,0.36,1.29,0,0.03,0,0,0,0,0.67,0,0.9,0,0.27,0,0,4
2.55,3.61,0.8,0,0,0.33,0,0.44,0.09,0.28,1.84,0.71,0.55,0,1.66,0.93,0.66,4
3.13,2.54,0.21,2.02,0.31,1.48,0,0,0.11,0,1.57,0,0,0.22,1.38,0,0.75,4
1.36,1.53,0.99,0.11,0,0.3,0,0,0,0,0.61,0,1.98,0,0.93,0.46,0,4
2.59,2.57,0.54,1.44,0,0,0.03,0,0.76,1.82,0.41,0.54,0,0,0.19,0,0.32,4
1.67,0.75,0.7,0.74,0.21,2.12,0.82,1.2,0.76,2.96,0.89,0,0,0,1.49,1.91,0.23,4
1.51,1.69,0,0.4,0.73,2.87,0,0.1,0.5,0,0.92,0.25,2.04,0,1.93,1.49,0,4
0.29,0.12,0.91,0.56,0,0,0,0,0.48,0.19,0.36,0.4,0.21,0,0.19,0,0,4
2.93,1.74,0,1.83,0,0.15,0,0,0.06,1.32,0,0,0.37,0.09,0.69,1.42,0.06,4
2.78,2.14,1.08,1.15,0,0,0,0.17,0,0,0.03,0,0,0,0,0.15,0,4
1.72,2.2,0,0,0,0,0,0,0.14,0,0.65,0.17,0,0,0.75,0.59,0.65,4
3.15,3.26,0.44,2.31,0.13,0,0,2.56,1.49,2.52,1.2,1.7,0,0,0.6,0.47,0,4
0,0,0,0,0,1.15,0,0,0.5,0,0.16,0,0.71,0.19,0,0.08,0,4
0,0,0.16,0,0,0,0.08,0.94,0.41,0.03,0,0,0,0,0,0,0.05,4
2.73,2.14,1.46,1.5,0.15,2.06,0.18,0,0.24,0.04,0.4,0,0,0,1.22,0.56,0,4
1.58,0.12,0.05,0.74,0,0.21,0,0,0,0,0,0,0.03,0,0.44,0.48,0,4
2.5,2.68,0,0.76,0.07,0.86,0,0.28,0.52,0,1.09,1.41,0,0,0.43,0,0.78,4
2.25,3.14,0.77,0,0,0.35,0,0.38,0.86,1.39,1.83,1.36,0.2,0.6,1.55,0.21,2.27,4
0,0.11,0,0,0,0.44,0,0,0,0,0.3,0,0,0,0,0.29,0,4
1.08,0.84,0,1.81,0,0.31,0,0,0,0,0.61,0,0.77,0,0.61,0,0,4
2.65,0.63,0,0.83,0.02,1.21,0,0.04,0,0,1.01,0,0.76,0,0.26,0,0,4
1.85,1.29,0,0.95,0,0,0,0,0,0.91,0.06,0.82,0.39,0,0.82,1.62,0,4
0.86,0.04,0,0.08,0.12,0.91,0.57,0.72,0,0.7,1.59,0,0.01,0.63,1.54,2.97,0.45,4
2.3,1.14,0.16,0,0.21,1.08,0,0,0.05,0,0.94,0,1.17,0,1.2,0.01,0,4
2.18,1.97,0,0.29,0,1.01,0.01,0,0,0,0.01,0,0.52,0,0,0,0,4
1.85,0.39,0.14,1.96,0,0.52,0,0,0,0,0.7,0,0.93,0,0.1,0,0,4
1.66,2.8,0,1.71,0,1.21,0,0,0.48,0.26,1.66,1.83,1.26,0.39,1.43,0.63,0.81,4
2.58,1.45,0.55,1.34,0,0,0,0,0,0,0.68,0,0.4,0,0.27,0,0,4
1.78,0.35,0.05,0.52,0.62,2.65,0,0,0,0,0.35,0,1.37,0,0,0.12,0,4
1.73,0.08,1.4,0.86,0.72,2.18,0.45,0,0.14,0,0.99,0.25,1.47,0,1.59,1.16,0,4
2.5,0.7,1.26,0,0.84,3.15,0.17,0.4,0.27,0,1.28,1.09,1.23,0,1.02,0,0,4
1.86,0.6,0.25,0,0,1.6,0,0,0,0,0.44,0,0.73,0,0,0.17,0,4
1.18,0.07,0,0.31,0.61,1.95,0,0,0.37,0,0.43,0,1.78,0,1.34,1.01,0,4
1.46,0.6,0,1.43,0.55,1.72,0,0,0,0,0,0,0.34,0,0.1,0,0,4
1.22,0,1.49,0.09,0.93,2,0.17,0,0.05,0,1,0,1.65,0,1.4,0.83,0,4
1.69,0.75,0,0,0.08,2.37,0,0.45,0,0,0.11,0.38,0.9,0,0.06,0,0,4
2.77,0.82,0.13,1.01,0,1.56,0,0,0,0,0.94,0.08,0.97,0,0.3,0,0,4
2.12,0.87,1.91,0,0.63,2.02,0.16,0,0.29,0,0.66,0.12,1.34,0,1.38,0.41,0,4
3.02,1.84,1,2.11,0,0,0,0,0,1.08,0.46,0.02,0.87,0,0.65,0,0,4
2.9,2.31,0,0.87,0.32,1.26,0,0,0,0,0.79,0.17,0.98,0.16,1.16,0.32,0.43,4
3.11,1.18,0,1.24,0,0,0,0.69,0,0.45,0.21,0.55,0.2,0,0,0,0,4
1.63,1.67,0.29,0,0,1.49,0,0,0,0,0.45,0,0.24,0,0.07,0.67,0.35,4
1.2,1.24,0.06,2.01,0,1.69,0,0.47,0,0,0,0,0,0,0.76,0,0,4
1.94,1.38,0.03,0,0,1.31,0,0.34,0,0,0.9,0,1.63,0,1.28,1.01,0.11,4
2.23,2.13,1.22,0,0,2.08,0,0.03,0,0,0,0.04,0.56,0,0.35,0.61,0,4
